sp_name;max_length;trophic_level;trophic_group;water_column;diel_activity;habitat;thermal_mp_5min_95max;thermal_95thmax
Lactoria diaphana;34;3.5;Benthic invertivore;Demersal;Day;sand;23.7321;31.1532
Lactoria fornasini;23;3.4;Benthic invertivore;Demersal;Day;sand;23.3887;30.8536
Larabicus quadrilineatus;11.5;3.3;Corallivore;Demersal;Day;coral;25.817125;30.58925
Latridopsis ciliaris;80;3.2;Benthic invertivore;pelagic site attached;Day;rock;16.86645;21.573
Latridopsis forsteri;65;3.7;Benthic invertivore;pelagic site attached;Day;rock;16.26;22.283
Leiocottus hirundo;25;3.5;Benthic invertivore;benthic;Day;rock;15.7335;18.611
Lepidonectes clarkhubbsi;6.5;2.7;Benthic invertivore;benthic;Day;coral;28.0255;30.354
Lepidonectes corallicola;8.9;2.6;Benthic invertivore;benthic;Day;coral;23.8175;27.186
Lepidozygus tapeinosoma;10;3.4;Planktivore;Demersal;Day;coral;28.4276;30.87685
Leptatherina presbyteroides;11;3.7;Browsing herbivore;pelagic non-site attached;Day;water column;16.443;23.261
Leptocottus armatus;46;3.5;Benthic invertivore;benthic;Day;rock;9.03;17.656
Leptojulis cyanopleura;13;3.4;Benthic invertivore;Demersal;Day;coral;23.726;31.282
Leptoscarus vaigiensis;35;2.3;Browsing herbivore;Demersal;Day;coral;27.2353;32.3306
Lesueurigobius friesii;13;3.2;Benthic invertivore;benthic;Day;sand;10.558;19.5133
Lethrinus amboinensis;70;4;Benthic invertivore;Demersal;Day;coral;27.29335;31.0237
Lethrinus atkinsoni;50;3.5;Benthic invertivore;Demersal;Day;coral;26.536;31.647
Lethrinus borbonicus;40;NA;Benthic invertivore;benthic;Day;sand;24.786;28.104
Lethrinus erythracanthus;70;3.4;Benthic invertivore;Demersal;Day;coral;27.919675;31.647
Lethrinus erythropterus;50;3.7;Benthic invertivore;Demersal;Day;coral;28.282;31.15
Lethrinus genivittatus;25;3.5;Benthic invertivore;Demersal;Day;rock;24.0803;30.306
Lethrinus harak;50;3.6;Benthic invertivore;Demersal;Day;coral;27.115875;31.467
Lethrinus laticaudis;56;4.5;Higher carnivore;Demersal;Day;coral;25.734075;31.55715
Lethrinus lentjan;52;4.2;Higher carnivore;Demersal;Day;coral;27.193475;31.6182
Lethrinus mahsena;65;3.4;Benthic invertivore;Demersal;Day;coral;26.1375;29.733
Lethrinus microdon;80;3.8;Benthic invertivore;Demersal;Day;coral;28.1155;29.477
Lethrinus miniatus;90;3.5;Higher carnivore;Demersal;Day;rock;25.3981;29.2854
Lethrinus nebulosus;87;3.3;Benthic invertivore;Demersal;Day;coral;24.208;31.051
Lethrinus obsoletus;60;3.4;Benthic invertivore;Demersal;Day;coral;25.801;31.447
Lethrinus olivaceus;100;3.8;Higher carnivore;Demersal;Day;coral;27.57595;31.3379
Lethrinus ornatus;45;3.4;Benthic invertivore;Demersal;Day;coral;30.5625;31.435
Lethrinus rubrioperculatus;61.17647059;3.661111111;Benthic invertivore;Demersal;Day;Coral;27.2365;31.546
Lethrinus variegatus;20;3.8;Benthic invertivore;Demersal;Day;coral;27.909;29.966
Lethrinus xanthochilus;70;3.7;Benthic invertivore;Demersal;Day;coral;27.593325;31.3083
Leviprora inops;29.2;3.9;Higher carnivore;benthic;Night;sand;18.96975;24.4785
Limnichthys fasciatus;5;3;Benthic invertivore;benthic;Day;sand;21.625;27.687
Liparis montagui;12;3.5;Benthic invertivore;benthic;Night;rock;10.4765;14.971
Lipophrys pholis;30;3.1;Browsing herbivore;benthic;Day;coral;8.20945;15.943
Lithognathus lithognathus;200;2.9;Benthic invertivore;Demersal;Day;rock;19.94;24.07
Lithognathus mormyrus;55;3.4;Benthic invertivore;Demersal;Day;rock;20.6697;28.75715
Chelon auratus;59;2.5;Browsing herbivore;pelagic non-site attached;Day;sand;19.6668;27.5036
Chelon ramada;NA;NA;Browsing herbivore;benthic;Day;sand;NA;NA
Chelon richardsonii;40.5;2.4;Planktivore;pelagic non-site attached;Day;sand;19.575;22.345
Lotella rhacina;50;3.5;Higher carnivore;Demersal;Night;rock;18.7685;24.56
Lotilia graciliosa;5;3.148550725;Benthic invertivore;benthic;Day;Sand;28.9242;31.11725
Lucayablennius zingaro;3.8;NA;Planktivore;benthic;Night;coral;NA;NA
Lutjanus adetii;50;NA;Higher carnivore;benthic;Day;sand;NA;NA
Lutjanus alexandrei;24.3;3.8;Higher carnivore;Demersal;Day;coral;26.2825;27.955
Lutjanus analis;94;3.9;Higher carnivore;Demersal;Day;coral;26.698;30.837
Lutjanus apodus;67.2;4.2;Higher carnivore;Demersal;Day;coral;26.61765;30.91
Lutjanus aratus;100;4.1;Higher carnivore;Demersal;Day;coral;27.489225;29.955
Lutjanus argentimaculatus;150;3.6;Higher carnivore;Demersal;Day;rock;24.71785;30.9062
Lutjanus argentiventris;71;4;Higher carnivore;Demersal;Day;coral;26.4606;30.4722
Lutjanus biguttatus;25;4.4;Higher carnivore;Demersal;Day;coral;29.024;31.346
Lutjanus bohar;90;4.1;Higher carnivore;Demersal;Day;coral;26.80525;31.2835
Lutjanus boutton;35;3.8;Higher carnivore;Demersal;Day;coral;30.4615;31.493
Lutjanus carponotatus;40;3.9;Higher carnivore;Demersal;Day;coral;26.2305;32.167
Lutjanus colorado;91;3.4;Higher carnivore;Demersal;Day;coral;28.491875;30.2595
Lutjanus cyanopterus;160;NA;Higher carnivore;benthic;Day;coral;NA;NA
Lutjanus decussatus;35;4;Higher carnivore;Demersal;Day;coral;28.349;31.284
Lutjanus ehrenbergii;35;4.4;Higher carnivore;Demersal;Day;coral;24.5253;30.8191
Lutjanus erythropterus;81.6;4.5;Higher carnivore;Demersal;Day;coral;NA;NA
Lutjanus fulviflamma;35;3.8;Higher carnivore;Demersal;Day;coral;25.71975;31.31
Lutjanus fulvus;40;4.1;Higher carnivore;Demersal;Day;coral;26.34755;31.137
Lutjanus gibbus;50;3.6;Higher carnivore;Demersal;Day;coral;27.840425;31.53665
Lutjanus griseus;89;4.3;Higher carnivore;Demersal;Day;coral;23.41045;31.063
Lutjanus guttatus;80;3.9;Higher carnivore;Demersal;Day;coral;27.86675;30.2835
Lutjanus inermis;34;3.8;Higher carnivore;Demersal;Day;coral;27.827575;30.20515
Lutjanus jocu;128;4.3;Higher carnivore;Demersal;Day;coral;23.43475;30.6355
Lutjanus johnii;97;4.2;Higher carnivore;Demersal;Day;rock;27.0439;32.0158
Lutjanus jordani;60;4.5;Higher carnivore;Demersal;Day;coral;27.9855;29.75
Lutjanus kasmira;40;3.6;Benthic invertivore;Demersal;Day;coral;25.790725;30.945
Lutjanus lemniscatus;65;4;Higher carnivore;Demersal;Day;coral;26.7745;31.495
Lutjanus lutjanus;35;4.1;Higher carnivore;pelagic site attached;Day;coral;26.7711;31.5795
Lutjanus mahogoni;48;4.4;Higher carnivore;Demersal;Day;coral;26.871225;30.5662
Lutjanus monostigma;60;4.3;Higher carnivore;Demersal;Day;coral;27.356;31.462
Lutjanus novemfasciatus;170;4.1;Higher carnivore;Demersal;Day;coral;27.241525;30.399
Lutjanus quinquelineatus;38;3.6;Benthic invertivore;Demersal;Day;coral;26.7585;31.377
Lutjanus rivulatus;80;4.1;Higher carnivore;Demersal;Day;coral;28.51615;31.4321
Lutjanus rufolineatus;20;3.7;Higher carnivore;Demersal;Day;coral;29.3365;31.655
Lutjanus russellii;50;4.3;Higher carnivore;Demersal;Day;coral;24.5325;31.144
Lutjanus sebae;116;4.3;Higher carnivore;Demersal;Day;coral;25.68645;31.1546
Lutjanus semicinctus;35;4.2;Higher carnivore;Demersal;Day;coral;29.1135;31.655
Lutjanus synagris;60;3.8;Higher carnivore;Demersal;Day;coral;25.3893;31.1212
Lutjanus viridis;30;4.2;Higher carnivore;Demersal;Day;coral;25.528;30.292
Lutjanus vitta;40;4.1;Higher carnivore;Demersal;Day;coral;26.20225;31.32675
Luzonichthys waitei;7;3.4;Planktivore;Demersal;Day;coral;29.4352;30.4044
Luzonichthys whitleyi;5;3.4;Benthic invertivore;Demersal;Day;coral;28.0733;30.1616
Lythrypnus dalli;6.4;3.2;Benthic invertivore;benthic;Day;rock;21.3935;29.487
Lythrypnus gilberti;4.5;3.5;Benthic invertivore;benthic;Day;rock;23.657;26.311
Macolor macularis;60;4;Benthic invertivore;Demersal;Day;coral;27.500375;31.47
Macolor niger;75;3.995744681;Benthic invertivore;Demersal;Day;coral;27.1833;31.3056
Macrodontogobius wilburi;6.5;2.8;Omnivore;benthic;Day;sand;29.7268;31.176
Macropharyngodon bipartitus;13;3.130447761;Benthic invertivore;Demersal;Day;coral;28.7298;33.011
Macropharyngodon choati;7.6;3.3;Benthic invertivore;Demersal;Day;coral;24.828375;29.9225
Macropharyngodon geoffroy;15;3.4;Benthic invertivore;Demersal;Day;coral;26.5216;29.0162
Macropharyngodon kuiteri;10;3.3;Benthic invertivore;Demersal;Day;coral;25.689025;30.4459
Macropharyngodon meleagris;15;2.9;Benthic invertivore;Demersal;Day;coral;24.768;30.405
Macropharyngodon negrosensis;12;3.4;Benthic invertivore;Demersal;Day;coral;23.36085;30.5377
Macropharyngodon ornatus;13;3.4;Benthic invertivore;Demersal;Day;coral;26.366;31.307
Malacanthus brevirostris;32;3.5;Benthic invertivore;Demersal;Night;sand;27.7998;31.282
Malacanthus latovittatus;45;3.5;Benthic invertivore;Demersal;Night;sand;27.148275;31.39585
Malacanthus plumieri;70;3.6;Benthic invertivore;Demersal;Night;sand;28.159825;30.4576
Malacoctenus boehlkei;6.4;3.4;Benthic invertivore;benthic;Day;rock;27.01505;30.2581
Malacoctenus ebisui;6.5;3.5;Benthic invertivore;benthic;Day;rock;26.706;30.292
Malacoctenus hubbsi;NA;NA;Benthic invertivore;benthic;Day;rock;23.009875;31.4275
Malacoctenus macropus;5.5;3.4;Benthic invertivore;benthic;Day;rock;26.301;30.505
Malacoctenus margaritae;6.5;3.5;Benthic invertivore;benthic;Day;rock;27.869225;30.2847
Malacoctenus tetranemus;7.5;3.5;Benthic invertivore;benthic;Day;rock;26.362;30.275
Malacoctenus triangulatus;7.5;3.5;Benthic invertivore;benthic;Day;rock;26.337;30.577
Malacoctenus zonifer;8;3.5;Benthic invertivore;benthic;Day;rock;26.4785;29.563
Manonichthys splendens;13;3.64375;Benthic invertivore;benthic;Night;coral;29.6105;30.475
Mobula birostris;400;3.5;Planktivore;pelagic non-site attached;Day;water column;26.3471;31.586
Maxillicosta scabriceps;12;3.4;Benthic invertivore;benthic;Day;sand;20.210125;28.061
Mccoskerichthys sandae;8;3.3;Benthic invertivore;benthic;Day;coral;28.1364;30.354
Mecaenichthys immaculatus;15;2;Planktivore;Demersal;Day;rock;19.9155;24.56
Medialuna californiensis;48;2.7;Browsing herbivore;pelagic site attached;Day;rock;17.6548;22.0096
Megalops atlanticus;250;4.5;Higher carnivore;pelagic non-site attached;Day;water column;28.0827;30.6821
Meiacanthus atrodorsalis;11;3.5;Benthic invertivore;benthic;Day;coral;26.291;31.17
Meiacanthus bundoon;8;3.4;Benthic invertivore;benthic;Day;coral;24.4515;26.864
Meiacanthus crinitus;NA;NA;Browsing herbivore;benthic;Day;coral;30.211;31.176
Meiacanthus ditrema;6;3.4;Benthic invertivore;benthic;Day;coral;26.3998;29.68345
Meiacanthus grammistes;11;3.5;Benthic invertivore;benthic;Day;coral;25.667075;31.17915
Meiacanthus kamoharai;6;2.7;Benthic invertivore;benthic;Day;coral;23.4109;29.5048
Meiacanthus lineatus;9.5;3.4;Benthic invertivore;benthic;Day;coral;24.3891;29.8662
Meiacanthus luteus;10.3;3.4;Benthic invertivore;benthic;Day;coral;26.91335;30.8328
Meiacanthus mossambicus;10;3.4;Benthic invertivore;benthic;Day;coral;29.3599;32.821
Meiacanthus nigrolineatus;9.5;3.4;Benthic invertivore;benthic;Day;coral;25.82305;30.6011
Meiacanthus oualanensis;5;3.3;Benthic invertivore;benthic;Day;coral;24.728;27.417
Meiacanthus phaeus;8.458333333;3.289882943;Browsing herbivore;Demersal;Day;Coral;24.8365;29.835
Meiacanthus smithi;8.5;3.4;Benthic invertivore;benthic;Day;coral;29.778;30.95
Meiacanthus tongaensis;6.7;3.4;Benthic invertivore;benthic;Day;coral;26.385875;29.0069
Melichthys indicus;25;3;Benthic invertivore;Demersal;Day;coral;28.6162;30.95
Melichthys niger;50;2.4;Planktivore;Demersal;Day;coral;27.3281;30.5912
Melichthys vidua;40;3.4;Benthic invertivore;Demersal;Day;coral;27.814;31.282
Mendosoma lineatum;40;3.9;Benthic invertivore;pelagic site attached;Day;rock;14.70845;17.6964
Meuschenia australis;32;2.7;Browsing herbivore;Demersal;Day;rock;15.0205;19.8
Meuschenia flavolineata;30;2.7;Browsing herbivore;Demersal;Day;rock;17.6165;23.239
Meuschenia freycineti;60;2.3;Browsing herbivore;Demersal;Day;rock;17.81305;24.0408
Meuschenia galii;35;2.7;Browsing herbivore;Demersal;Day;rock;17.659;22.784
Meuschenia hippocrepis;51;2.7;Browsing herbivore;Demersal;Day;rock;17.278;22.784
Meuschenia scaber;31;3;Benthic invertivore;Demersal;Day;rock;16.7815;21.573
Meuschenia trachylepis;40;2.7;Browsing herbivore;Demersal;Day;rock;19.9155;24.56
Meuschenia venusta;21;2.8;Browsing herbivore;Demersal;Day;rock;18.2123;22.598
Microcanthus strigatus;16;3;Planktivore;pelagic site attached;Day;rock;22.1455;29.02
Microgobius microlepis;5;NA;Browsing herbivore;benthic;Day;sand;NA;NA
Microlepidotus brevipinnis;40;3.5;Benthic invertivore;Demersal;Night;coral;28.4245;29.672
Microspathodon bairdii;25;2.5;Algal farmer;Demersal;Day;coral;25.7738;30.35095
Microspathodon chrysurus;21;2.1;Algal farmer;Demersal;Day;coral;26.5805;30.91
Microspathodon dorsalis;31;2.1;Algal farmer;Demersal;Day;coral;26.594;30.418
Mobula thurstoni;220;3.1;Planktivore;pelagic non-site attached;Day;water column;26.0685;30.20075
Mola mola;333;4;Benthic invertivore;pelagic non-site attached;Day;water column;15.8129;30.45
Molva molva;200;4.3;Higher carnivore;Demersal;Night;rock;7.17165;15.4583
Monacanthus chinensis;38;2.6;Browsing herbivore;Demersal;Day;sand;22.9143;30.5576
Monacanthus tuckeri;10;2.7;Omnivore;Demersal;Day;coral;27.1365;30.501
Monodactylus argenteus;27;3;Benthic invertivore;Demersal;Day;rock;22.1837;28.123
Monotaxis grandoculis;60;3.2;Benthic invertivore;Demersal;Day;coral;27.1245;31.282
Monotaxis heterodon;60;3.582575758;Benthic invertivore;Demersal;Day;coral;28.045;30.676
Mugil cephalus;100;2.1;Omnivore;pelagic site attached;Day;sand;22.288;32.276
Mugil curema;90;2;Browsing herbivore;pelagic site attached;Day;sand;16.356;30.811
Mugil galapagensis;40;2.5;Browsing herbivore;pelagic site attached;Day;sand;23.5205;25.649
Mulloidichthys dentatus;31;3.7;Benthic invertivore;Demersal;Day;sand;26.6125;31.518
Mulloidichthys flavolineatus;43;3.3;Benthic invertivore;Demersal;Day;sand;24.9516;30.7722
Mulloidichthys martinicus;39.4;3.2;Benthic invertivore;Demersal;Day;sand;26.7415;30.577
Mulloidichthys mimicus;30;3.6;Benthic invertivore;Demersal;Day;sand;28.36825;29.298
Mulloidichthys vanicolensis;38;3.6;Benthic invertivore;Demersal;Day;sand;25.342;30.8168
Mullus argentinae;30;3.5;Benthic invertivore;Demersal;Day;sand;14.654475;18.9732
Mullus surmuletus;40;3.4;Benthic invertivore;Demersal;Day;sand;13.8655;26.7002
Muraena argus;120;4;Benthic invertivore;benthic;Night;coral;23.4075;30.2018
Muraena augusti;120;4;Benthic invertivore;benthic;Night;rock;21.57675;24.19375
Muraena clepsydra;120;4;Benthic invertivore;benthic;Night;coral;26.47675;30.021
Muraena helena;150;4.2;Benthic invertivore;benthic;Night;rock;20.13825;28.4465
Muraena lentiginosa;61;3.9;Benthic invertivore;benthic;Night;coral;25.4882;30.3396
Mycteroperca bonaci;150;4.5;Higher carnivore;Demersal;Day;coral;26.001;31.063
Mycteroperca fusca;80;4.4;Higher carnivore;Demersal;Day;rock;21.4365;24.585
Mycteroperca interstitialis;84;4.5;Higher carnivore;Demersal;Day;coral;27.7815;29.299
Mycteroperca olfax;120;4.5;Higher carnivore;Demersal;Day;coral;23.8925;27.64
Mycteroperca rosacea;86;4.5;Higher carnivore;Demersal;Day;coral;22.6535;29.487
Mycteroperca tigris;101;4.5;Higher carnivore;Demersal;Day;coral;27.7185;30.5482
Mycteroperca xenarcha;150;4.6;Higher carnivore;Demersal;Day;coral;26.538;29.399
Myliobatis aquila;183;3.6;Benthic invertivore;Demersal;Day;rock;22.4023;31.20965
Myliobatis australis;241;3.6;Benthic invertivore;Demersal;Day;sand;17.9818;23.8319
Myliobatis californica;180;3.1;Benthic invertivore;Demersal;Day;rock;20.7268;30.0336
Myliobatis tenuicaudatus;150;3.5;Benthic invertivore;Demersal;Day;rock;20.9085;30.468
Myoxocephalus scorpius;60;3.9;Benthic invertivore;benthic;Day;rock;9.3562;20.1274
Myrichthys maculosus;100;3.6;Benthic invertivore;benthic;Night;sand;25.84625;30.2635
Myrichthys tigrinus;74;3.5;Benthic invertivore;benthic;Night;sand;25.8441;29.8726
Myripristis adusta;35;3.4;Planktivore;Demersal;Night;coral;28.37025;31.2105
Myripristis amaena;26.5;3.6;Planktivore;Demersal;Night;coral;26.7259;30.40575
Myripristis berndti;30;3.7;Planktivore;Demersal;Night;coral;27.0515;30.674
Myripristis botche;30;4;Planktivore;Demersal;Night;coral;29.0705;30.543
Myripristis earlei;24;3.6;Planktivore;Demersal;Night;coral;27.39845;29.7078
Myripristis hexagona;30;3.1;Planktivore;Demersal;Night;coral;26.81575;31.1204
Myripristis jacobus;25;3.6;Planktivore;Demersal;Night;coral;27.645375;30.147
Myripristis kochiensis;15.4;3.5;Planktivore;Demersal;Night;coral;23.7765;29.533
Myripristis kuntee;26;3.3;Planktivore;Demersal;Night;coral;26.476;30.625
Myripristis leiognathus;18;3.1;Planktivore;Demersal;Night;coral;26.555;30.292
Myripristis murdjan;60;3.3;Planktivore;Demersal;Night;coral;26.48;33.011
Myripristis pralinia;20;3.5;Planktivore;Demersal;Night;coral;27.266625;30.5975
Myripristis randalli;19.5;4;Planktivore;Demersal;Night;coral;25.20895;27.8502
Myripristis tiki;21.2;3.5;Planktivore;Demersal;Night;coral;23.2705;25.975
Myripristis violacea;35;3.5;Planktivore;Demersal;Night;coral;27.484425;31.338
Myripristis vittata;25;3.8;Planktivore;Demersal;Night;coral;27.4701;30.6748
Nannosalarias nativitatis;5;2;Browsing herbivore;benthic;Day;coral;26.795;30.324
Naso annulatus;100;2.1;Browsing herbivore;Demersal;Day;coral;27.715475;31.42735
Naso brachycentron;90;2.7;Omnivore;Demersal;Day;coral;27.10545;31.2839
Naso brevirostris;60;2.2;Omnivore;Demersal;Day;coral;25.582;31.281
Naso caeruleacauda;40;2.3;Omnivore;Demersal;Day;coral;27.4295;30.437
Naso caesius;45.6;2.3;Omnivore;Demersal;Day;coral;26.848;31.282
Naso elegans;45;2;Browsing herbivore;Demersal;Day;coral;26.7452;30.9386
Naso fageni;80;2.2;Browsing herbivore;Demersal;Day;coral;25.9391;30.7606
Naso hexacanthus;75;3.3;Planktivore;Demersal;Day;coral;27.191;31.4304
Naso lituratus;46;2.3;Browsing herbivore;Demersal;Day;coral;27.0325;31.19
Naso thynnoides;40;3;Planktivore;Demersal;Day;coral;27.39435;31.1562
Naso tonganus;60;2;Browsing herbivore;Demersal;Day;coral;25.72825;29.4775
Naso tuberosus;60;2;Browsing herbivore;Demersal;Day;coral;NA;NA
Naso unicornis;70;2.2;Browsing herbivore;Demersal;Day;coral;24.137;30.909
Naso vlamingii;60;2.2;Omnivore;Demersal;Day;coral;27.8929;31.2839
Neatypus obliquus;24;3.5;Browsing herbivore;pelagic site attached;Day;rock;19.358;23.261
Nebrius ferrugineus;320;4.1;Higher carnivore;benthic;Night;coral;26.563725;31.6714
Nectamia similis;7;NA;Planktivore;benthic;Night;coral;30.007575;30.7518
Negaprion acutidens;380;4.1;Higher carnivore;pelagic non-site attached;Day;coral;26.907125;30.7425
Nelusetta ayraud;71;3;Browsing herbivore;Demersal;Day;sand;19.921875;24.56
Nemadactylus bergi;39.5;3.2;Benthic invertivore;Demersal;Day;rock;14.391;18.565
Nemadactylus douglasii;74;3.5;Benthic invertivore;Demersal;Day;rock;18.364;23.751
Nemadactylus macropterus;70;3.4;Benthic invertivore;Demersal;Day;rock;16.90435;23.4497
Nemadactylus valenciennesi;90;3.5;Benthic invertivore;Demersal;Day;rock;16.5561;21.1182
Nemateleotris magnifica;9;3.1;Planktivore;Demersal;Day;sand;27.3624;31.1951
Neocirrhites armatus;9;3.5;Benthic invertivore;benthic;Day;coral;26.284;29.641
Neoditrema ransonnetii;13;3.4;Benthic invertivore;pelagic site attached;Day;rock;15.8505;26.6
Neoglyphidodon bonang;13;2.7;Browsing herbivore;Demersal;Day;coral;27.573;29.892
Neoglyphidodon carlsoni;10;2.8;Browsing herbivore;Demersal;Day;coral;25.0995;28.07325
Neoglyphidodon crossi;11;NA;Planktivore;benthic;Day;coral;29.646;30.4357
Neoglyphidodon melas;18;3;Browsing herbivore;Demersal;Day;coral;26.45265;31.284
Neoglyphidodon nigroris;13;3;Algal farmer;Demersal;Day;coral;26.7841;31.31
Neoglyphidodon oxyodon;15;NA;Planktivore;benthic;Day;coral;27.9061;30.5872
Neoglyphidodon polyacanthus;12;2.7;Omnivore;Demersal;Day;coral;22.105;25.138
Neoglyphidodon thoracotaeniatus;11;2.7;Omnivore;Demersal;Day;coral;29.615775;30.48555
Neomyxus leuciscus;46;2.9;Browsing herbivore;pelagic site attached;Day;sand;24.26765;29.8497
Neoniphon argenteus;24;4;Benthic invertivore;Demersal;Night;coral;27.387875;31.34675
Neoniphon marianus;18;3.6;Benthic invertivore;Demersal;Night;coral;27.046;30.32
Neoniphon opercularis;35;3.6;Benthic invertivore;Demersal;Night;coral;27.8193;31.435
Neoniphon sammara;32;3.6;Benthic invertivore;Demersal;Night;coral;26.7755;31.224
Neoodax balteatus;14;2.7;Omnivore;Demersal;Day;rock;16.38915;22.5413
Neopomacentrus anabatoides;10.5;3.4;Planktivore;Demersal;Day;coral;29.969;31.303
Neopomacentrus azysron;7.5;3.4;Planktivore;Demersal;Day;coral;26.725;31.31
Neopomacentrus bankieri;8;3.4;Planktivore;Demersal;Day;coral;25.6305;31.106
Neopomacentrus cyanomos;10;3.4;Planktivore;Demersal;Day;coral;26.725;31.31
Neopomacentrus filamentosus;11;3.4;Planktivore;Demersal;Day;coral;26.3155;31.768
Neopomacentrus metallicus;6;3.4;Planktivore;Demersal;Day;coral;27.48195;30.292
Neopomacentrus miryae;11;NA;Planktivore;benthic;Day;coral;24.847;28.649
Neopomacentrus nemurus;8;3.4;Planktivore;Demersal;Day;coral;30.1804;31.493
Neopomacentrus violascens;7.5;3.4;Planktivore;Demersal;Day;coral;26.812;29.865
Neosebastes pandus;50;3.7;Benthic invertivore;benthic;Day;rock;20.076225;22.6843
Neosebastes scorpaenoides;40;3.6;Benthic invertivore;benthic;Day;rock;15.564125;21.22785
Synchiropus morrisoni;10;3.3;Benthic invertivore;benthic;Day;sand;27.149;29.021
Neosynchiropus ocellatus;12;NA;Benthic invertivore;benthic;Day;sand;22.22645;29.1819
Neotrygon kuhlii;70;3.7;Benthic invertivore;benthic;Day;sand;26.191;31.647
Neotrygon ningalooensis;70;3.671428571;Benthic invertivore;benthic;Day;coral;26.838;31.344
Nesogobius hinsbyi;7.5;3.3;Benthic invertivore;benthic;Day;sand;16.929;24.56
Nesogobius pulchellus;7;3.3;Benthic invertivore;benthic;Day;sand;16.352;21.716
Nexilosus latifrons;30;3.1;Planktivore;Demersal;Day;rock;24.744525;29.34405
Nicholsina denticulata;32;2;Scraping herbivore;Demersal;Day;coral;23.6118;27.27435
Notocirrhitus splendens;20;4;Benthic invertivore;benthic;Day;coral;21.6824;24.92
Notoclinops segmentatus;4.4;3.3;Benthic invertivore;benthic;Day;rock;17.747;21.512
Notoclinops yaldwyni;5.2;3.2;Benthic invertivore;benthic;Day;rock;18.1295;21.436
Notoclinus fenestratus;18.2;3.9;Benthic invertivore;benthic;Day;rock;17.6145;21.247
Notolabrus celidotus;23.9;3.3;Benthic invertivore;Demersal;Day;rock;16.7845;21.573
Notolabrus cinctus;30;3.6;Benthic invertivore;Demersal;Day;rock;13.806;15.685
Notolabrus fucicola;40;3.5;Benthic invertivore;Demersal;Day;rock;15.894;21.436
Notolabrus gymnogenis;49;3.4;Benthic invertivore;Demersal;Day;rock;19.622;25.14
Notolabrus inscriptus;50;3.5;Benthic invertivore;Demersal;Day;coral;20.099;24.92
Notolabrus parilus;49;3.5;Benthic invertivore;Demersal;Day;rock;18.4175;23.502
Notolabrus tetricus;50;3.5;Benthic invertivore;Demersal;Day;rock;16.013125;21.68325
Novaculichthys taeniourus;30;3.3;Benthic invertivore;Demersal;Day;sand;27.345;31.174
Novaculoides macrolepidotus;30;3.3;Benthic invertivore;Demersal;Day;rock;25.2443;29.99465
Oblada melanura;34;3;Benthic invertivore;pelagic site attached;Day;rock;19.0631;28.2472
Ocyurus chrysurus;86.3;4;Benthic invertivore;Demersal;Day;coral;26.58;31.063
Odax cyanoallix;27;2.4;Browsing herbivore;Demersal;Day;rock;17.26;19.894
Odax pullus;40;2.1;Browsing herbivore;Demersal;Day;rock;17.7653;21.5486
Odontoscion dentex;30;3.5;Planktivore;benthic;Night;coral;25.722;31.063
Odontoscion eurymesops;25;4.1;Higher carnivore;benthic;Night;coral;23.4715;26.17
Odontoscion xanthops;30;3.7;Higher carnivore;benthic;Night;coral;26.42925;30.0405
Odonus niger;50;3.2;Planktivore;Demersal;Day;sand;26.74;31.382
Ogcocephalus darwini;20.3;3.4;Benthic invertivore;benthic;Night;sand;23.4935;25.592
Ogilbyina novaehollandiae;10;3.7;Benthic invertivore;benthic;Night;coral;24.2265;28.414
Ogilbyina queenslandiae;15;3.9;Benthic invertivore;benthic;Night;coral;24.97975;29.8045
Olisthops cyanomelas;55;2;Browsing herbivore;Demersal;Day;rock;17.8865;23.239
Omegophora armilla;25;3.3;Benthic invertivore;Demersal;Day;sand;16.9994;23.0443
Omegophora cyanopunctata;18;3.3;Benthic invertivore;Demersal;Day;rock;18.957625;22.24325
Omobranchus germaini;8;2.6;Browsing herbivore;benthic;Day;rock;20.2895;23.479
Ophioblennius atlanticus;19;2;Browsing herbivore;benthic;Day;rock;24.727;30.577
Ophioblennius steindachneri;18;2.7;Browsing herbivore;benthic;Day;rock;25.4915;30.21
Ophiodon elongatus;152;4.3;Higher carnivore;Demersal;Day;rock;9.187125;19.55225
Ophthalmolepis lineolata;41;3.5;Benthic invertivore;Demersal;Day;rock;18.7685;24.56
Opisthocentrus ocellatus;20;3.1;Benthic invertivore;benthic;Day;rock;15.7563;26.3362
Opisthocentrus tenuis;15;3.1;Benthic invertivore;benthic;Day;rock;15.8505;26.6
Opisthocentrus zonope;12;3.1;Benthic invertivore;benthic;Day;rock;15.8034;26.4681
Opistognathus aurifrons;10;3.1;Planktivore;benthic;Day;sand;27.6371;30.6234
Opistognathus darwiniensis;50;3.9;Planktivore;benthic;Day;sand;27.8874;32.395
Opistognathus randalli;NA;NA;Benthic invertivore;benthic;Night;sand;29.8459;30.4598
Oplegnathus conwayi;90;2.7;Benthic invertivore;Demersal;Day;sand;18.642;22.345
Oplegnathus insignis;66;3.3;Benthic invertivore;Demersal;Day;sand;23.4715;26.17
Optivus agastos;12;3.5;Benthic invertivore;Demersal;Night;rock;18.6105;23.239
Orectolobus halei;300;4;Higher carnivore;benthic;Night;rock;21.1315;26.992
Orectolobus maculatus;320;4.2;Higher carnivore;benthic;Night;rock;20.7255;26.18
