sp_name;max_length;trophic_level;trophic_group;water_column;diel_activity;habitat;thermal_mp_5min_95max;thermal_95thmax
Synodus jaculum;20;4;Higher carnivore;benthic;Day;coral;23.5054;31.156
Synodus lacertinus;20;4.2;Higher carnivore;benthic;Day;coral;25.705875;30.13875
Synodus rubromarmoratus;20;NA;Higher carnivore;benthic;Day;sand;29.616;30
Synodus sageneus;26;4.1;Higher carnivore;benthic;Day;sand;26.353;30.4418
Synodus saurus;40;4.5;Higher carnivore;benthic;Day;rock;24.0137;29.8154
Synodus synodus;33;4.2;Higher carnivore;benthic;Day;sand;24.0265;30.244
Synodus ulae;30;4.2;Higher carnivore;benthic;Day;coral;25.582;30.332
Synodus variegatus;40;4.2;Higher carnivore;benthic;Day;coral;24.251;31.137
Taeniamia fucata;10;3.5;Planktivore;pelagic site attached;Night;Coral;NA;NA
Taeniamia leai;9;3.5;Planktivore;Demersal;Night;coral;NA;NA
Taeniamia zosterophora;8;3.7;Planktivore;Demersal;Night;coral;NA;NA
Taenianotus triacanthus;10;4.1;Benthic invertivore;benthic;Day;coral;27.233;30.82
Taeniura grabata;250;4;Benthic invertivore;benthic;Day;sand;19.9225;24.51195
Taeniura lymma;35;3.6;Benthic invertivore;benthic;Day;sand;26.858;32.215
Taeniurops meyeni;330;4.2;Higher carnivore;benthic;Day;coral;25.21515;31.3543
Taurulus bubalis;17.5;3.6;Benthic invertivore;benthic;Day;rock;9.9187;19.5452
Tautoga onitis;91;NA;Benthic invertivore;benthic;Day;rock;15.0855;27.1565
Tautogolabrus adspersus;38;3.5;Benthic invertivore;Demersal;Day;rock;12.346475;23.47095
Tetractenos glaber;16;3.2;Benthic invertivore;Demersal;Day;sand;17.511;23.751
Tetrosomus gibbosus;30;NA;Benthic invertivore;benthic;Day;sand;25.7204;29.9634
Thalassoma amblycephalum;16;3.1;Planktivore;Demersal;Day;coral;25.154275;31.224
Thalassoma bifasciatum;25;3.3;Benthic invertivore;Demersal;Day;coral;26.5805;30.91
Thalassoma cupido;20;3.3;Benthic invertivore;Demersal;Day;rock;23.241125;31.136
Thalassoma duperrey;28;3.4;Benthic invertivore;Demersal;Day;coral;25.894875;27.76275
Thalassoma grammaticum;32;3.5;Planktivore;Demersal;Day;coral;27.0536;30.099
Thalassoma hardwicke;20;3.6;Benthic invertivore;Demersal;Day;coral;25.1505;31.17
Thalassoma hebraicum;23;3.5;Planktivore;Demersal;Day;coral;29.1325;33.011
Thalassoma heiseri;11.6;3.4;Planktivore;Demersal;Day;coral;25.439175;28.40635
Thalassoma jansenii;20;3.3;Benthic invertivore;Demersal;Day;coral;25.543;31.2675
Thalassoma lucasanum;15;3.5;Planktivore;Demersal;Day;coral;25.7825;30.292
Thalassoma lunare;25;3.5;Benthic invertivore;Demersal;Day;coral;23.697;31.224
Thalassoma lutescens;30;3.4;Benthic invertivore;Demersal;Day;coral;24.0305;29.598
Thalassoma nigrofasciatum;20;3.5;Planktivore;Demersal;Day;coral;24.472;29.813
Thalassoma pavo;25;3.5;Planktivore;Demersal;Day;rock;21.3635;29.0267
Thalassoma purpureum;46;3.6;Benthic invertivore;Demersal;Day;coral;24.41;29.735
Thalassoma quinquevittatum;17;3.6;Planktivore;Demersal;Day;coral;25.15225;30.674
Thalassoma rueppellii;20;3.5;Planktivore;Demersal;Day;coral;25.9288;30.8126
Thalassoma septemfasciatum;31;3.5;Planktivore;Demersal;Day;rock;21.959;25.455
Thalassoma trilobatum;30;3.6;Benthic invertivore;Demersal;Day;coral;24.04775;29.0195
Thamnaconus analis;19.3;3.4;Omnivore;Demersal;Day;coral;24.1045;30.207
Thorogobius ephippiatus;13;3;Benthic invertivore;benthic;Day;sand;6.928;14.971
Chironemus maculosus;35;3.5;Benthic invertivore;benthic;Day;rock;18.5135;23.751
Thunnus albacares;239;4.3;higher carnivore;pelagic non-site attached;Day;water column;26.782575;31.6577
Thyrsites atun;200;3.7;Higher carnivore;pelagic non-site attached;Day;water column;15.1555;19.9044
Thysanophrys cirronasa;45;4;Higher carnivore;benthic;Night;rock;19.9155;24.56
Tilodon sexfasciatus;40;3.3;Benthic invertivore;pelagic site attached;Day;rock;17.3691;22.7442
Torquigener pleurogramma;22;3.3;Benthic invertivore;Demersal;Day;sand;19.735975;24.0247
Torquigener squamicauda;15;3.2;Benthic invertivore;Demersal;Day;sand;19.5445;23.8384
Trachichthys australis;18;3.6;Planktivore;Demersal;Night;rock;17.9157;23.4864
Trachinocephalus myops;40;4.4;Higher carnivore;benthic;Day;Sand;23.6895;30.6858
Trachinops brauni;8;3.7;Benthic invertivore;Demersal;Day;rock;20.27;22.784
Trachinops caudimaculatus;15;4;Benthic invertivore;Demersal;Day;rock;15.454;21.163
Trachinops noarlungae;15;4;Benthic invertivore;Demersal;Day;rock;17.947;22.75
Trachinops taeniatus;10;4;Benthic invertivore;Demersal;Day;rock;20.2215;25.219
Trachinotus anak;120;3.7;Benthic invertivore;Demersal;Day;sand;NA;NA
Trachinotus baillonii;60;3.6;Benthic invertivore;pelagic non-site attached;Day;water column;25.123575;30.66165
Trachinotus blochii;110;3.7;Benthic invertivore;pelagic non-site attached;Day;water column;26.39625;30.5765
Trachinotus ovatus;70;3.7;Benthic invertivore;pelagic non-site attached;Day;water column;21.60635;28.2847
Trachinotus rhodopus;61;4;Benthic invertivore;pelagic non-site attached;Day;water column;26.4265;31.518
Trachinotus stilbe;34;3.6;Benthic invertivore;pelagic non-site attached;Day;water column;25.14225;29.0115
Trachinus draco;53;4.2;higher carnivore;benthic;Day;sand;14.6258;28.03705
Trachurus declivis;64;3.9;Higher carnivore;pelagic non-site attached;Day;water column;16.4254;22.5475
Trachurus japonicus;50;3.4;Higher carnivore;pelagic non-site attached;Day;water column;23.3035;29.991
Trachurus novaezelandiae;50;3.2;Higher carnivore;pelagic non-site attached;Day;water column;19.0045;23.905
Trachurus symmetricus;NA;NA;Planktivore;benthic;Day;rock;18.4805;22.136
Trachurus trachurus;70;3.6;Higher carnivore;pelagic non-site attached;Day;water column;17.12;19.301
Trachypoma macracanthus;22;3.5;Higher carnivore;benthic;Day;coral;21.684;24.92
Tragulichthys jaculiferus;30;3.5;Benthic invertivore;Demersal;Day;Coral;23.3902;32.0348
Triaenodon obesus;213;4.2;Higher carnivore;pelagic non-site attached;Day;coral;26.498525;31.28105
Trianectes bucephalus;7;3.3;Benthic invertivore;benthic;Day;rock;16.0399;21.257
Tridentiger trigonocephalus;11;3.3;Benthic invertivore;benthic;Day;sand;15.88925;26.0744
Trimma benjamini;3;3;Benthic invertivore;benthic;Day;coral;27.772625;30.4331
Trimma caesiura;3.5;3;Benthic invertivore;benthic;Day;coral;25.50665;30.2383
Trimma lantana;2.9;3;Benthic invertivore;benthic;Day;coral;27.730775;31.06305
Trimma okinawae;3.5;3;Benthic invertivore;benthic;Day;coral;24.20725;31.5118
Trimma striatum;3;3;Benthic invertivore;benthic;Day;coral;29.14825;31.7245
Trinorfolkia clarkei;8;3.3;Benthic invertivore;benthic;Day;rock;16.835;23.318
Trinorfolkia cristata;5.2;3.2;Benthic invertivore;benthic;Day;rock;17.4585;22.0615
Tripterygion delaisi;8.9;3.4;Benthic invertivore;benthic;Day;rock;20.3115;29.05
Tripterygion melanurum;5.3;3.5;Benthic invertivore;benthic;Day;rock;19.02595;26.4789
Trisopterus minutus;40;3.8;Benthic invertivore;Demersal;Night;rock;9.427075;19.96915
Trygonoptera imitata;80;3.3;Benthic invertivore;benthic;Night;sand;18.2661;22.855
Trygonoptera mucosa;80;3.1;Benthic invertivore;benthic;Night;sand;17.0641;22.5662
Trygonoptera ovalis;61;3.3;Benthic invertivore;benthic;Night;sand;20.329075;23.58215
Trygonoptera personata;47;3.3;Benthic invertivore;benthic;Night;sand;20.4035;23.731
Trygonoptera testacea;47;3.8;Benthic invertivore;benthic;Night;sand;19.9155;24.56
Trygonorrhina fasciata;126;3.6;Benthic invertivore;benthic;Night;sand;18.081075;23.7222
Tylosurus crocodilus crocodilus;150;4.266666667;Higher carnivore;pelagic non-site attached;Day;water column;24.351275;31.48055
Ucla xenogrammus;4.7;3.2;Benthic invertivore;benthic;Day;coral;27.3406;30.5942
Ulua mentalis;100;3.7;Higher carnivore;pelagic non-site attached;Day;water column;23.67075;30.0245
Upeneichthys lineatus;31;3.4;Benthic invertivore;Demersal;Day;sand;19.6225;24.56
Upeneichthys vlamingii;35;3.5;Benthic invertivore;Demersal;Day;sand;17.326925;23.027
Upeneus australiae;9;NA;Benthic invertivore;benthic;Day;sand;NA;NA
Upeneus moluccensis;20;3.6;Benthic invertivore;Demersal;Day;sand;24.8642;30.4097
Upeneus tragula;30;3.6;Benthic invertivore;Demersal;Day;sand;23.74;31.31
Uraspis helvola;58;3.8;Planktivore;pelagic non-site attached;Day;water column;24.32125;29.9829
Urobatis concentricus;NA;NA;Benthic invertivore;benthic;Day;sand;22.9175;29.9424
Urobatis halleri;58;3.2;Benthic invertivore;benthic;Night;sand;26.681175;30.099
Urobatis jamaicensis;76;3.6;Benthic invertivore;benthic;Night;sand;27.80755;30.21635
Urobatis tumbesensis;115;3.3;Benthic invertivore;benthic;Night;sand;25.0823;26.9515
Urogymnus asperrimus;160;NA;Benthic invertivore;benthic;Night;sand;27.617;30.7263
Urolophus cruciatus;50;3.4;Benthic invertivore;benthic;Night;sand;14.853;19.8
Urolophus gigas;70;3.6;Benthic invertivore;benthic;Night;sand;16.87975;22.6275
Urolophus kapalensis;43;3.6;Benthic invertivore;benthic;Night;sand;17.815225;22.598
Urolophus paucimaculatus;57;3.7;Benthic invertivore;benthic;Night;sand;17.2811;23.239
Valenciennea alleni;7.4;3;Benthic invertivore;benthic;Day;sand;24.686825;28.51065
Valenciennea helsdingenii;25;3.4;Benthic invertivore;benthic;Day;sand;23.3475;31.252
Valenciennea immaculata;13;3.2;Benthic invertivore;benthic;Day;sand;24.4099;29.8088
Valenciennea longipinnis;18;3.1;Benthic invertivore;benthic;Day;sand;24.78595;31.22065
Valenciennea muralis;16;3.5;Benthic invertivore;benthic;Day;sand;26.954;31.768
Valenciennea parva;16.37777778;3.2;Benthic invertivore;benthic;Day;sand;NA;NA
Valenciennea puellaris;20;3.3;Benthic invertivore;benthic;Day;sand;27.392;30.6641
Valenciennea randalli;16;3.2;Benthic invertivore;benthic;Day;sand;28.291;29.641
Valenciennea sexguttata;14;3.2;Benthic invertivore;benthic;Day;sand;28.891475;31.21095
Valenciennea strigata;18;4;Benthic invertivore;benthic;Day;sand;25.1605;31.19
Variola albimarginata;65;4.5;Higher carnivore;Demersal;Day;coral;29.1095;31.647
Variola louti;83;4.3;Higher carnivore;Demersal;Day;coral;25.3443;30.6754
Vincentia conspersa;14;3.6;Benthic invertivore;pelagic site attached;Night;rock;15.6237;21.6224
Vincentia novaehollandiae;14;3.5;Benthic invertivore;pelagic site attached;Night;rock;20.365;24.56
Xanthichthys mento;29;4;Planktivore;Demersal;Day;coral;25.158;29.75
Xenocys jessiae;30;3.4;Planktivore;pelagic site attached;Night;rock;23.288075;25.92015
Xyrichtys novacula;38;3.1;Benthic invertivore;Demersal;Day;sand;22.3007;28.581
Xyrichtys victori;15;3.3;Benthic invertivore;Demersal;Day;sand;28.278;29.75
Acentrogobius nebulosus;18;3.5;Benthic invertivore;benthic;Day;sand;23.159;25.455
Zabidius novemaculeatus;45;3.4;Benthic invertivore;Demersal;Day;coral;26.635;30.2795
Zanclistius elevatus;33;3.4;Benthic invertivore;Demersal;Day;rock;18.277775;21.4894
Zanclus cornutus;23;2.9;Benthic invertivore;Demersal;Day;coral;24.77665;31.17
Zebrasoma desjardinii;40;2;Browsing herbivore;Demersal;Day;coral;26.334;30.823
Zebrasoma flavescens;20;2;Browsing herbivore;Demersal;Day;coral;26.72735;30.6025
Zebrasoma rostratum;21;2;Browsing herbivore;Demersal;Day;coral;26.648;29.867
Zebrasoma scopas;40;2;Browsing herbivore;Demersal;Day;coral;26.3245;31.224
Zebrasoma velifer;40;2;Browsing herbivore;Demersal;Day;Coral;NA;NA
Zebrasoma xanthurum;22;2;Browsing herbivore;Demersal;Day;coral;25.982575;30.92015
Zeugopterus regius;20;3.4;Benthic invertivore;benthic;Night;sand;6.9474;14.922
Zeus faber;90;4.5;Higher carnivore;Demersal;Night;rock;19.0828;28.5126
Zoarchias veneficus;7;3.3;Benthic invertivore;benthic;Day;rock;15.8505;26.6
Zoramia fragilis;5.5;3.3;Benthic invertivore;Demersal;Night;coral;28.7586;30.3282
Zoramia leptacantha;6;3.5;Benthic invertivore;pelagic site attached;Night;coral;27.5122;30.331
Zoramia viridiventer;4.2;3.3;Benthic invertivore;pelagic site attached;Night;coral;27.0125;29.938
Abalistes stellaris;NA;NA;NA;NA;NA;NA;NA;NA
Ablabys taenianotus;NA;NA;NA;NA;NA;NA;NA;NA
Acanthistius fuscus;NA;NA;NA;NA;NA;NA;NA;NA
Acanthopagrus berda;NA;NA;NA;NA;NA;NA;NA;NA
Acanthopagrus bifasciatus;NA;NA;NA;NA;NA;NA;NA;NA
Acanthurus chronixis;NA;NA;NA;NA;NA;NA;NA;NA
Acanthurus japonicus;NA;NA;NA;NA;NA;NA;NA;NA
Aetomylaeus maculatus;NA;NA;NA;NA;NA;NA;NA;NA
Aetomylaeus nichofii;NA;NA;NA;NA;NA;NA;NA;NA
Albula argentea;NA;NA;NA;NA;NA;NA;NA;NA
Albula glossodonta;NA;NA;NA;NA;NA;NA;NA;NA
Altrichthys azurelineatus;NA;NA;NA;NA;NA;NA;NA;NA
Altrichthys curatus;NA;NA;NA;NA;NA;NA;NA;NA
Ambassis miops;NA;NA;NA;NA;NA;NA;NA;NA
Amblycirrhitus earnshawi;NA;NA;NA;NA;NA;NA;NA;NA
Amblygaster clupeoides;NA;NA;NA;NA;NA;NA;NA;NA
Amblygaster sirm;NA;NA;NA;NA;NA;NA;NA;NA
Amblygobius sphynx;NA;NA;NA;NA;NA;NA;NA;NA
Amblyraja radiata;NA;NA;NA;NA;NA;NA;NA;NA
Amphiprion tricinctus;NA;NA;NA;NA;NA;NA;NA;NA
Anampses chrysocephalus;NA;NA;NA;NA;NA;NA;NA;NA
Apogon coccineus;NA;NA;NA;NA;NA;NA;NA;NA
Apogonichthys ocellatus;NA;NA;NA;NA;NA;NA;NA;NA
Apolemichthys arcuatus;NA;NA;NA;NA;NA;NA;NA;NA
Apolemichthys griffisi;NA;NA;NA;NA;NA;NA;NA;NA
Apolemichthys xanthopunctatus;NA;NA;NA;NA;NA;NA;NA;NA
Argyrosomus hololepidotus;NA;NA;NA;NA;NA;NA;NA;NA
Arothron immaculatus;NA;NA;NA;NA;NA;NA;NA;NA
Arothron inconditus;NA;NA;NA;NA;NA;NA;NA;NA
Asterropteryx ensifera;NA;NA;NA;NA;NA;NA;NA;NA
Atelomycterus baliensis;NA;NA;NA;NA;NA;NA;NA;NA
Atherinomorus lacunosus;NA;NA;NA;NA;NA;NA;NA;NA
Axoclinus multicinctus;NA;NA;NA;NA;NA;NA;NA;NA
Azurina eupalama;NA;NA;NA;NA;NA;NA;NA;NA
Balistes punctatus;NA;NA;NA;NA;NA;NA;NA;NA
Batrachoides boulengeri;NA;NA;NA;NA;NA;NA;NA;NA
Belonepterygion fasciolatum;NA;NA;NA;NA;NA;NA;NA;NA
Blenniella cyanostigma;NA;NA;NA;NA;NA;NA;NA;NA
Bodianus macrognathos;NA;NA;NA;NA;NA;NA;NA;NA
Bodianus macrourus;NA;NA;NA;NA;NA;NA;NA;NA
Bodianus opercularis;NA;NA;NA;NA;NA;NA;NA;NA
Bodianus prognathus;NA;NA;NA;NA;NA;NA;NA;NA
Bodianus pulchellus;NA;NA;NA;NA;NA;NA;NA;NA
Brachionichthys hirsutus;NA;NA;NA;NA;NA;NA;NA;NA
Calamus penna;NA;NA;NA;NA;NA;NA;NA;NA
Callionymus comptus;NA;NA;NA;NA;NA;NA;NA;NA
Callogobius sclateri;NA;NA;NA;NA;NA;NA;NA;NA
Calotomus zonarchus;NA;NA;NA;NA;NA;NA;NA;NA
Cantherhines rapanui;NA;NA;NA;NA;NA;NA;NA;NA
Cantherhines verecundus;NA;NA;NA;NA;NA;NA;NA;NA
Canthigaster cyanetron;NA;NA;NA;NA;NA;NA;NA;NA
Canthigaster margaritata;NA;NA;NA;NA;NA;NA;NA;NA
Canthigaster marquesensis;NA;NA;NA;NA;NA;NA;NA;NA
Canthigaster ocellicincta;NA;NA;NA;NA;NA;NA;NA;NA
Canthigaster rapaensis;NA;NA;NA;NA;NA;NA;NA;NA
Canthigaster sanctaehelenae;NA;NA;NA;NA;NA;NA;NA;NA
Canthigaster solandri;NA;NA;NA;NA;NA;NA;NA;NA
Caranx hippos;NA;NA;NA;NA;NA;NA;NA;NA
Caranx tille;NA;NA;NA;NA;NA;NA;NA;NA
Carcharhinus signatus;NA;NA;NA;NA;NA;NA;NA;NA
Centropyge interrupta;NA;NA;NA;NA;NA;NA;NA;NA
Centropyge potteri;NA;NA;NA;NA;NA;NA;NA;NA
Centropyge shepardi;NA;NA;NA;NA;NA;NA;NA;NA
Cephalopholis nigripinnis;NA;NA;NA;NA;NA;NA;NA;NA
Cephalopholis polleni;NA;NA;NA;NA;NA;NA;NA;NA
Chaetodon dialeucos;NA;NA;NA;NA;NA;NA;NA;NA
Chaetodon flavocoronatus;NA;NA;NA;NA;NA;NA;NA;NA
Chaetodon fremblii;NA;NA;NA;NA;NA;NA;NA;NA
Chaetodon gardineri;NA;NA;NA;NA;NA;NA;NA;NA
Chaetodon melapterus;NA;NA;NA;NA;NA;NA;NA;NA
Chaetodon nigropunctatus;NA;NA;NA;NA;NA;NA;NA;NA
Chaetodon tinkeri;NA;NA;NA;NA;NA;NA;NA;NA
Chaetodontoplus vanderloosi;NA;NA;NA;NA;NA;NA;NA;NA
Chelonodon patoca;NA;NA;NA;NA;NA;NA;NA;NA
Chelonodon pleurospilus;NA;NA;NA;NA;NA;NA;NA;NA
Chirocentrus dorab;NA;NA;NA;NA;NA;NA;NA;NA
Chlorurus enneacanthus;NA;NA;NA;NA;NA;NA;NA;NA
Chlorurus genazonatus;NA;NA;NA;NA;NA;NA;NA;NA
Chlorurus perspicillatus;NA;NA;NA;NA;NA;NA;NA;NA
Chlorurus troschelii;NA;NA;NA;NA;NA;NA;NA;NA
Choerodon melanostigma;NA;NA;NA;NA;NA;NA;NA;NA
Choerodon robustus;NA;NA;NA;NA;NA;NA;NA;NA
Choerodon zosterophorus;NA;NA;NA;NA;NA;NA;NA;NA
Chriolepis dialepta;NA;NA;NA;NA;NA;NA;NA;NA
Chrysoblephus cristiceps;NA;NA;NA;NA;NA;NA;NA;NA
Chrysoblephus gibbiceps;NA;NA;NA;NA;NA;NA;NA;NA
Cirrhilabrus blatteus;NA;NA;NA;NA;NA;NA;NA;NA
Cirrhilabrus jordani;NA;NA;NA;NA;NA;NA;NA;NA
Clinus latipennis;NA;NA;NA;NA;NA;NA;NA;NA
Cociella crocodilus;NA;NA;NA;NA;NA;NA;NA;NA
Conniella apterygia;NA;NA;NA;NA;NA;NA;NA;NA
Coradion melanopus;NA;NA;NA;NA;NA;NA;NA;NA
Coris ballieui;NA;NA;NA;NA;NA;NA;NA;NA
Coris flavovittata;NA;NA;NA;NA;NA;NA;NA;NA
Coris variegata;NA;NA;NA;NA;NA;NA;NA;NA
Coryphopterus alloides;NA;NA;NA;NA;NA;NA;NA;NA
Coryphopterus thrix;NA;NA;NA;NA;NA;NA;NA;NA
Coryphopterus tortugae;NA;NA;NA;NA;NA;NA;NA;NA
Corythoichthys amplexus;NA;NA;NA;NA;NA;NA;NA;NA
Cosmocampus balli;NA;NA;NA;NA;NA;NA;NA;NA
Crenimugil buchanani;NA;NA;NA;NA;NA;NA;NA;NA
Moolgarda seheli;NA;NA;NA;NA;NA;NA;NA;NA
Cryptocentrus leptocephalus;NA;NA;NA;NA;NA;NA;NA;NA
Cryptocentrus leucostictus;NA;NA;NA;NA;NA;NA;NA;NA
Cryptocentrus lutheri;NA;NA;NA;NA;NA;NA;NA;NA
Ctenochaetus strigosus;NA;NA;NA;NA;NA;NA;NA;NA
Cymatoceps nasutus;NA;NA;NA;NA;NA;NA;NA;NA
Cymolutes lecluse;NA;NA;NA;NA;NA;NA;NA;NA
Daector reticulata;NA;NA;NA;NA;NA;NA;NA;NA
Daector schmitti;NA;NA;NA;NA;NA;NA;NA;NA
Decapterus russelli;NA;NA;NA;NA;NA;NA;NA;NA
Diagramma pictum;NA;NA;NA;NA;NA;NA;NA;NA
Dialommus fuscus;NA;NA;NA;NA;NA;NA;NA;NA
Didogobius amicuscaridis;NA;NA;NA;NA;NA;NA;NA;NA
Diplobatis ommata;NA;NA;NA;NA;NA;NA;NA;NA
Diplobatis pictus;NA;NA;NA;NA;NA;NA;NA;NA
Ecsenius kurti;NA;NA;NA;NA;NA;NA;NA;NA
Ecsenius randalli;NA;NA;NA;NA;NA;NA;NA;NA
Ecsenius tricolor;NA;NA;NA;NA;NA;NA;NA;NA
Elacatinus jarocho;NA;NA;NA;NA;NA;NA;NA;NA
Ellochelon vaigiensis;NA;NA;NA;NA;NA;NA;NA;NA
Emblemariopsis pricei;NA;NA;NA;NA;NA;NA;NA;NA
Enneanectes smithi;NA;NA;NA;NA;NA;NA;NA;NA
Entomacrodus chapmani;NA;NA;NA;NA;NA;NA;NA;NA
Entomacrodus solus;NA;NA;NA;NA;NA;NA;NA;NA
Epinephelus akaara;NA;NA;NA;NA;NA;NA;NA;NA
Epinephelus albomarginatus;NA;NA;NA;NA;NA;NA;NA;NA
Epinephelus bontoides;NA;NA;NA;NA;NA;NA;NA;NA
Epinephelus bruneus;NA;NA;NA;NA;NA;NA;NA;NA
Epinephelus drummondhayi;NA;NA;NA;NA;NA;NA;NA;NA
Epinephelus gabriellae;NA;NA;NA;NA;NA;NA;NA;NA
Epinephelus polylepis;NA;NA;NA;NA;NA;NA;NA;NA
Epinephelus retouti;NA;NA;NA;NA;NA;NA;NA;NA
Epinephelus sexfasciatus;NA;NA;NA;NA;NA;NA;NA;NA
Epinephelus stoliczkae;NA;NA;NA;NA;NA;NA;NA;NA
Equulites rivulatus;NA;NA;NA;NA;NA;NA;NA;NA
Eurypegasus draconis;NA;NA;NA;NA;NA;NA;NA;NA
Euthynnus alletteratus;NA;NA;NA;NA;NA;NA;NA;NA
Evynnis cardinalis;NA;NA;NA;NA;NA;NA;NA;NA
Fowleria variegata;NA;NA;NA;NA;NA;NA;NA;NA
Gazza minuta;NA;NA;NA;NA;NA;NA;NA;NA
Genicanthus personatus;NA;NA;NA;NA;NA;NA;NA;NA
Gerres oyena;NA;NA;NA;NA;NA;NA;NA;NA
Gillellus chathamensis;NA;NA;NA;NA;NA;NA;NA;NA
Gobiesox woodsi;NA;NA;NA;NA;NA;NA;NA;NA
Gobiosoma hildebrandi;NA;NA;NA;NA;NA;NA;NA;NA
Gobiosoma spilotum;NA;NA;NA;NA;NA;NA;NA;NA
Gobius tetrophthalmus;NA;NA;NA;NA;NA;NA;NA;NA
Gramma melacara;NA;NA;NA;NA;NA;NA;NA;NA
Grammatobothus polyophthalmus;NA;NA;NA;NA;NA;NA;NA;NA
Gymnocranius grandoculis;NA;NA;NA;NA;NA;NA;NA;NA
Gymnothorax albimarginatus;NA;NA;NA;NA;NA;NA;NA;NA
Haemulon bonariense;NA;NA;NA;NA;NA;NA;NA;NA
Haemulon striatum;NA;NA;NA;NA;NA;NA;NA;NA
Halichoeres burekae;NA;NA;NA;NA;NA;NA;NA;NA
Halichoeres claudia;NA;NA;NA;NA;NA;NA;NA;NA
Halichoeres insularis;NA;NA;NA;NA;NA;NA;NA;NA
Halichoeres melanotis;NA;NA;NA;NA;NA;NA;NA;NA
Halichoeres socialis;NA;NA;NA;NA;NA;NA;NA;NA
Halichoeres vrolikii;NA;NA;NA;NA;NA;NA;NA;NA
Halichoeres zeylonicus;NA;NA;NA;NA;NA;NA;NA;NA
Haliophis guttatus;NA;NA;NA;NA;NA;NA;NA;NA
Haploblepharus fuscus;NA;NA;NA;NA;NA;NA;NA;NA
Hemiscyllium hallstromi;NA;NA;NA;NA;NA;NA;NA;NA
Herklotsichthys quadrimaculatus;NA;NA;NA;NA;NA;NA;NA;NA
Himantura leoparda;NA;NA;NA;NA;NA;NA;NA;NA
Himantura uarnak;NA;NA;NA;NA;NA;NA;NA;NA
Hippocampus algiricus;NA;NA;NA;NA;NA;NA;NA;NA
Hippocampus barbouri;NA;NA;NA;NA;NA;NA;NA;NA
Hippocampus capensis;NA;NA;NA;NA;NA;NA;NA;NA
Hippocampus comes;NA;NA;NA;NA;NA;NA;NA;NA
Hippocampus erectus;NA;NA;NA;NA;NA;NA;NA;NA
