acc_sci_name;kingdom;phylum;class;order;family;genus;species;rls;iucn;included
Sargocentron_wilhelmi;Animalia;Chordata;Actinopterygii;Beryciformes;Holocentridae;Sargocentron;Sargocentron wilhelmi;0;0;0
Sargocentron_xantherythrum;Animalia;Chordata;Actinopterygii;Beryciformes;Holocentridae;Sargocentron;Sargocentron xantherythrum;0;0;0
Sarpa_salpa;Animalia;Chordata;Actinopterygii;Perciformes;Sparidae;Sarpa;Sarpa salpa;1;0;1
Saurida_flamma;Animalia;Chordata;Actinopterygii;Aulopiformes;Synodontidae;Saurida;Saurida flamma;0;0;0
Saurida_gracilis;Animalia;Chordata;Actinopterygii;Aulopiformes;Synodontidae;Saurida;Saurida gracilis;1;0;1
Saurida_nebulosa;Animalia;Chordata;Actinopterygii;Aulopiformes;Synodontidae;Saurida;Saurida nebulosa;1;0;1
Saurida_undosquamis;Animalia;Chordata;Actinopterygii;Aulopiformes;Synodontidae;Saurida;Saurida undosquamis;0;0;0
Scaevius_milii;Animalia;Chordata;Actinopterygii;Perciformes;Nemipteridae;Scaevius;Scaevius milii;1;0;1
Scartella_poiti;Animalia;Chordata;Actinopterygii;Perciformes;Blenniidae;Scartella;Scartella poiti;0;1;1
Scartella_springeri;Animalia;Chordata;Actinopterygii;Perciformes;Blenniidae;Scartella;Scartella springeri;0;1;1
Scarus_altipinnis;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus altipinnis;1;0;1
Scarus_caudofasciatus;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus caudofasciatus;0;0;0
Scarus_chameleon;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus chameleon;1;0;1
Scarus_coelestinus;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus coelestinus;1;0;1
Scarus_coeruleus;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus coeruleus;1;0;1
Scarus_collana;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus collana;0;0;0
Scarus_compressus;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus compressus;1;0;1
Scarus_dimidiatus;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus dimidiatus;1;0;1
Scarus_dubius;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus dubius;0;0;0
Scarus_falcipinnis;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus falcipinnis;1;0;1
Scarus_ferrugineus;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus ferrugineus;1;0;1
Scarus_festivus;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus festivus;1;0;1
Scarus_flavipectoralis;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus flavipectoralis;1;0;1
Scarus_forsteni;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus forsteni;1;0;1
Scarus_frenatus;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus frenatus;1;0;1
Scarus_fuscocaudalis;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus fuscocaudalis;0;0;0
Scarus_fuscopurpureus;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus fuscopurpureus;1;0;1
Scarus_ghobban;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus ghobban;1;0;1
Scarus_globiceps;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus globiceps;1;0;1
Scarus_guacamaia;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus guacamaia;1;0;1
Scarus_hypselopterus;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus hypselopterus;0;0;0
Scarus_iseri;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus iseri;1;0;1
Scarus_koputea;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus koputea;1;0;1
Scarus_longipinnis;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus longipinnis;1;0;1
Scarus_niger;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus niger;1;0;1
Scarus_oviceps;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus oviceps;1;0;1
Scarus_perrico;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus perrico;1;0;1
Scarus_persicus;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus persicus;0;0;0
Scarus_prasiognathos;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus prasiognathos;1;0;1
Scarus_psittacus;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus psittacus;1;0;1
Scarus_quoyi;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus quoyi;1;0;1
Scarus_rivulatus;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus rivulatus;1;0;1
Scarus_rubroviolaceus;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus rubroviolaceus;1;0;1
Scarus_russelii;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus russelii;1;0;1
Scarus_scaber;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus scaber;1;0;1
Scarus_schlegeli;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus schlegeli;1;0;1
Scarus_spinus;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus spinus;1;0;1
Scarus_taeniopterus;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus taeniopterus;1;0;1
Scarus_tricolor;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus tricolor;1;0;1
Scarus_trispinosus;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus trispinosus;1;1;1
Scarus_vetula;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus vetula;1;0;1
Scarus_viridifucatus;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus viridifucatus;1;0;1
Scarus_xanthopleura;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus xanthopleura;0;0;0
Scarus_zelindae;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;Scarus zelindae;1;0;1
Schuettea_scalaripinnis;Animalia;Chordata;Actinopterygii;Perciformes;Monodactylidae;Schuettea;Schuettea scalaripinnis;1;0;1
Schuettea_woodwardi;Animalia;Chordata;Actinopterygii;Perciformes;Monodactylidae;Schuettea;Schuettea woodwardi;1;0;1
Sciaena_umbra;Animalia;Chordata;Actinopterygii;Perciformes;Sciaenidae;Sciaena;Sciaena umbra;1;0;1
Scobinichthys_granulatus;Animalia;Chordata;Actinopterygii;Tetraodontiformes;Monacanthidae;Scobinichthys;Scobinichthys granulatus;1;0;1
Scolecenchelys_breviceps;Animalia;Chordata;Actinopterygii;Anguilliformes;Ophichthidae;Scolecenchelys;Scolecenchelys breviceps;1;0;1
Scolopsis_affinis;Animalia;Chordata;Actinopterygii;Perciformes;Nemipteridae;Scolopsis;Scolopsis affinis;1;0;1
Scolopsis_aurata;Animalia;Chordata;Actinopterygii;Perciformes;Nemipteridae;Scolopsis;Scolopsis aurata;1;0;1
Scolopsis_bilineata;Animalia;Chordata;Actinopterygii;Perciformes;Nemipteridae;Scolopsis;Scolopsis bilineata;1;0;1
Scolopsis_bimaculata;Animalia;Chordata;Actinopterygii;Perciformes;Nemipteridae;Scolopsis;Scolopsis bimaculata;0;0;0
Scolopsis_ciliata;Animalia;Chordata;Actinopterygii;Perciformes;Nemipteridae;Scolopsis;Scolopsis ciliata;1;0;1
Scolopsis_frenata;Animalia;Chordata;Actinopterygii;Perciformes;Nemipteridae;Scolopsis;Scolopsis frenata;1;0;1
Scolopsis_ghanam;Animalia;Chordata;Actinopterygii;Perciformes;Nemipteridae;Scolopsis;Scolopsis ghanam;1;0;1
Scolopsis_lineata;Animalia;Chordata;Actinopterygii;Perciformes;Nemipteridae;Scolopsis;Scolopsis lineata;1;0;1
Scolopsis_margaritifera;Animalia;Chordata;Actinopterygii;Perciformes;Nemipteridae;Scolopsis;Scolopsis margaritifera;1;0;1
Scolopsis_monogramma;Animalia;Chordata;Actinopterygii;Perciformes;Nemipteridae;Scolopsis;Scolopsis monogramma;1;0;1
Scolopsis_taeniata;Animalia;Chordata;Actinopterygii;Perciformes;Nemipteridae;Scolopsis;Scolopsis taeniata;0;0;0
Scolopsis_taenioptera;Animalia;Chordata;Actinopterygii;Perciformes;Nemipteridae;Scolopsis;Scolopsis taenioptera;0;0;0
Scolopsis_temporalis;Animalia;Chordata;Actinopterygii;Perciformes;Nemipteridae;Scolopsis;Scolopsis temporalis;1;0;1
Scolopsis_trilineata;Animalia;Chordata;Actinopterygii;Perciformes;Nemipteridae;Scolopsis;Scolopsis trilineata;1;0;1
Scolopsis_vosmeri;Animalia;Chordata;Actinopterygii;Perciformes;Nemipteridae;Scolopsis;Scolopsis vosmeri;1;0;1
Scolopsis_xenochrous;Animalia;Chordata;Actinopterygii;Perciformes;Nemipteridae;Scolopsis;Scolopsis xenochrous;1;0;1
Scomber_australasicus;Animalia;Chordata;Actinopterygii;Perciformes;Scombridae;Scomber;Scomber australasicus;1;0;1
Scomber_colias;Animalia;Chordata;Actinopterygii;Perciformes;Scombridae;Scomber;Scomber colias;1;0;1
Scomberoides_commersonnianus;Animalia;Chordata;Actinopterygii;Perciformes;Carangidae;Scomberoides;Scomberoides commersonnianus;1;0;1
Scomberoides_lysan;Animalia;Chordata;Actinopterygii;Perciformes;Carangidae;Scomberoides;Scomberoides lysan;1;0;1
Scomberoides_tol;Animalia;Chordata;Actinopterygii;Perciformes;Carangidae;Scomberoides;Scomberoides tol;1;0;1
Scomberomorus_commerson;Animalia;Chordata;Actinopterygii;Perciformes;Scombridae;Scomberomorus;Scomberomorus commerson;1;0;1
Scomberomorus_maculatus;Animalia;Chordata;Actinopterygii;Perciformes;Scombridae;Scomberomorus;Scomberomorus maculatus;1;0;1
Scomberomorus_queenslandicus;Animalia;Chordata;Actinopterygii;Perciformes;Scombridae;Scomberomorus;Scomberomorus queenslandicus;1;0;1
Scomberomorus_regalis;Animalia;Chordata;Actinopterygii;Perciformes;Scombridae;Scomberomorus;Scomberomorus regalis;1;0;1
Scomberomorus_semifasciatus;Animalia;Chordata;Actinopterygii;Perciformes;Scombridae;Scomberomorus;Scomberomorus semifasciatus;0;0;0
Scomberomorus_sierra;Animalia;Chordata;Actinopterygii;Perciformes;Scombridae;Scomberomorus;Scomberomorus sierra;1;0;1
Scombrops_boops;Animalia;Chordata;Actinopterygii;Perciformes;Scombropidae;Scombrops;Scombrops boops;1;0;1
Scorpaena_ascensionis;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Scorpaena;Scorpaena ascensionis;0;1;1
Scorpaena_canariensis;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Scorpaena;Scorpaena canariensis;1;0;1
Scorpaena_cardinalis;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Scorpaena;Scorpaena cardinalis;1;0;1
Scorpaena_guttata;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Scorpaena;Scorpaena guttata;1;0;1
Scorpaena_histrio;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Scorpaena;Scorpaena histrio;1;0;1
Scorpaena_jacksoniensis;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Scorpaena;Scorpaena jacksoniensis;1;0;1
Scorpaena_maderensis;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Scorpaena;Scorpaena maderensis;1;0;1
Scorpaena_mellissii;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Scorpaena;Scorpaena mellissii;0;1;1
Scorpaena_mystes;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Scorpaena;Scorpaena mystes;1;0;1
Scorpaena_notata;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Scorpaena;Scorpaena notata;1;0;1
Scorpaena_papillosa;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Scorpaena;Scorpaena papillosa;1;0;1
Scorpaena_plumieri;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Scorpaena;Scorpaena plumieri;1;0;1
Scorpaena_porcus;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Scorpaena;Scorpaena porcus;1;0;1
Scorpaena_scrofa;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Scorpaena;Scorpaena scrofa;1;0;1
Scorpaena_sumptuosa;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Scorpaena;Scorpaena sumptuosa;1;0;1
Scorpaenichthys_marmoratus;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Cottidae;Scorpaenichthys;Scorpaenichthys marmoratus;1;0;1
Scorpaenodes_evides;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Scorpaenodes;Scorpaenodes evides;1;0;1
Scorpaenodes_parvipinnis;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Scorpaenodes;Scorpaenodes parvipinnis;1;0;1
Scorpaenodes_scaber;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Scorpaenodes;Scorpaenodes scaber;1;0;1
Scorpaenopsis_cirrosa;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Scorpaenopsis;Scorpaenopsis cirrosa;1;0;1
Scorpaenopsis_diabolus;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Scorpaenopsis;Scorpaenopsis diabolus;1;0;1
Scorpaenopsis_gibbosa;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Scorpaenopsis;Scorpaenopsis gibbosa;0;0;0
Scorpaenopsis_neglecta;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Scorpaenopsis;Scorpaenopsis neglecta;1;0;1
Scorpaenopsis_oxycephala;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Scorpaenopsis;Scorpaenopsis oxycephala;1;0;1
Scorpaenopsis_papuensis;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Scorpaenopsis;Scorpaenopsis papuensis;1;0;1
Scorpaenopsis_possi;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Scorpaenopsis;Scorpaenopsis possi;1;0;1
Scorpis_aequipinnis;Animalia;Chordata;Actinopterygii;Perciformes;Kyphosidae;Scorpis;Scorpis aequipinnis;1;0;1
Scorpis_georgiana;Animalia;Chordata;Actinopterygii;Perciformes;Kyphosidae;Scorpis;Scorpis georgiana;1;0;1
Scorpis_lineolata;Animalia;Chordata;Actinopterygii;Perciformes;Kyphosidae;Scorpis;Scorpis lineolata;1;0;1
Scorpis_violacea;Animalia;Chordata;Actinopterygii;Perciformes;Kyphosidae;Scorpis;Scorpis violacea;1;0;1
Sebastapistes_cyanostigma;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Sebastapistes;Sebastapistes cyanostigma;1;0;1
Sebastapistes_strongia;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Sebastapistes;Sebastapistes strongia;1;0;1
Sebastes_atrovirens;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Sebastidae;Sebastes;Sebastes atrovirens;1;0;1
Sebastes_auriculatus;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Sebastidae;Sebastes;Sebastes auriculatus;1;0;1
Sebastes_carnatus;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Sebastidae;Sebastes;Sebastes carnatus;1;0;1
Sebastes_caurinus;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Sebastidae;Sebastes;Sebastes caurinus;1;0;1
Sebastes_chrysomelas;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Sebastidae;Sebastes;Sebastes chrysomelas;1;0;1
Sebastes_flavidus;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Sebastidae;Sebastes;Sebastes flavidus;1;0;1
Sebastes_inermis;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Sebastidae;Sebastes;Sebastes inermis;1;0;1
Sebastes_maliger;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Sebastidae;Sebastes;Sebastes maliger;1;0;1
Sebastes_mystinus;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Sebastidae;Sebastes;Sebastes mystinus;1;0;1
Sebastes_oculatus;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Sebastidae;Sebastes;Sebastes oculatus;1;0;1
Sebastes_paucispinis;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Sebastidae;Sebastes;Sebastes paucispinis;1;1;1
Sebastes_rastrelliger;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Sebastidae;Sebastes;Sebastes rastrelliger;1;0;1
Sebastes_rosaceus;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Sebastidae;Sebastes;Sebastes rosaceus;1;0;1
Sebastes_serranoides;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Sebastidae;Sebastes;Sebastes serranoides;1;0;1
Sebastes_serriceps;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Sebastidae;Sebastes;Sebastes serriceps;1;0;1
Sebastiscus_albofasciatus;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Sebastidae;Sebastiscus;Sebastiscus albofasciatus;1;0;1
Sebastiscus_marmoratus;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Sebastidae;Sebastiscus;Sebastiscus marmoratus;1;0;1
Selar_boops;Animalia;Chordata;Actinopterygii;Perciformes;Carangidae;Selar;Selar boops;1;0;1
Selar_crumenophthalmus;Animalia;Chordata;Actinopterygii;Perciformes;Carangidae;Selar;Selar crumenophthalmus;1;0;1
Selaroides_leptolepis;Animalia;Chordata;Actinopterygii;Perciformes;Carangidae;Selaroides;Selaroides leptolepis;1;0;1
Semicossyphus_darwini;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Semicossyphus;Semicossyphus darwini;1;0;1
Semicossyphus_pulcher;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Semicossyphus;Semicossyphus pulcher;1;1;1
Seriola_dumerili;Animalia;Chordata;Actinopterygii;Perciformes;Carangidae;Seriola;Seriola dumerili;1;0;1
Seriola_hippos;Animalia;Chordata;Actinopterygii;Perciformes;Carangidae;Seriola;Seriola hippos;1;0;1
Seriola_lalandi;Animalia;Chordata;Actinopterygii;Perciformes;Carangidae;Seriola;Seriola lalandi;1;0;1
Seriola_rivoliana;Animalia;Chordata;Actinopterygii;Perciformes;Carangidae;Seriola;Seriola rivoliana;1;0;1
Seriolella_brama;Animalia;Chordata;Actinopterygii;Perciformes;Centrolophidae;Seriolella;Seriolella brama;1;0;1
Serranocirrhitus_latus;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Serranocirrhitus;Serranocirrhitus latus;1;0;1
Serranus_atricauda;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Serranus;Serranus atricauda;1;0;1
Serranus_baldwini;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Serranus;Serranus baldwini;1;0;1
Serranus_cabrilla;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Serranus;Serranus cabrilla;1;0;1
Serranus_flaviventris;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Serranus;Serranus flaviventris;1;0;1
Serranus_psittacinus;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Serranus;Serranus psittacinus;1;0;1
Serranus_scriba;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Serranus;Serranus scriba;1;0;1
Serranus_socorroensis;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Serranus;Serranus socorroensis;0;1;1
Serranus_tabacarius;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Serranus;Serranus tabacarius;1;0;1
Serranus_tico;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Serranus;Serranus tico;1;0;1
Serranus_tigrinus;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Serranus;Serranus tigrinus;1;0;1
Serranus_tortugarum;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Serranus;Serranus tortugarum;1;0;1
Siganus_argenteus;Animalia;Chordata;Actinopterygii;Perciformes;Siganidae;Siganus;Siganus argenteus;1;0;1
Siganus_canaliculatus;Animalia;Chordata;Actinopterygii;Perciformes;Siganidae;Siganus;Siganus canaliculatus;0;0;0
Siganus_corallinus;Animalia;Chordata;Actinopterygii;Perciformes;Siganidae;Siganus;Siganus corallinus;1;0;1
Siganus_doliatus;Animalia;Chordata;Actinopterygii;Perciformes;Siganidae;Siganus;Siganus doliatus;1;0;1
Siganus_fuscescens;Animalia;Chordata;Actinopterygii;Perciformes;Siganidae;Siganus;Siganus fuscescens;1;0;1
Siganus_guttatus;Animalia;Chordata;Actinopterygii;Perciformes;Siganidae;Siganus;Siganus guttatus;1;0;1
Siganus_javus;Animalia;Chordata;Actinopterygii;Perciformes;Siganidae;Siganus;Siganus javus;1;0;1
Siganus_lineatus;Animalia;Chordata;Actinopterygii;Perciformes;Siganidae;Siganus;Siganus lineatus;1;0;1
Siganus_luridus;Animalia;Chordata;Actinopterygii;Perciformes;Siganidae;Siganus;Siganus luridus;1;0;1
Siganus_magnificus;Animalia;Chordata;Actinopterygii;Perciformes;Siganidae;Siganus;Siganus magnificus;0;0;0
Siganus_niger;Animalia;Chordata;Actinopterygii;Perciformes;Siganidae;Siganus;Siganus niger;0;1;1
Siganus_puelloides;Animalia;Chordata;Actinopterygii;Perciformes;Siganidae;Siganus;Siganus puelloides;1;0;1
Siganus_puellus;Animalia;Chordata;Actinopterygii;Perciformes;Siganidae;Siganus;Siganus puellus;1;0;1
Siganus_punctatissimus;Animalia;Chordata;Actinopterygii;Perciformes;Siganidae;Siganus;Siganus punctatissimus;1;0;1
Siganus_punctatus;Animalia;Chordata;Actinopterygii;Perciformes;Siganidae;Siganus;Siganus punctatus;1;0;1
Siganus_randalli;Animalia;Chordata;Actinopterygii;Perciformes;Siganidae;Siganus;Siganus randalli;0;0;0
Siganus_rivulatus;Animalia;Chordata;Actinopterygii;Perciformes;Siganidae;Siganus;Siganus rivulatus;1;0;1
Siganus_spinus;Animalia;Chordata;Actinopterygii;Perciformes;Siganidae;Siganus;Siganus spinus;1;0;1
Siganus_stellatus;Animalia;Chordata;Actinopterygii;Perciformes;Siganidae;Siganus;Siganus stellatus;1;0;1
Siganus_sutor;Animalia;Chordata;Actinopterygii;Perciformes;Siganidae;Siganus;Siganus sutor;0;0;0
Siganus_trispilos;Animalia;Chordata;Actinopterygii;Perciformes;Siganidae;Siganus;Siganus trispilos;1;0;1
Siganus_unimaculatus;Animalia;Chordata;Actinopterygii;Perciformes;Siganidae;Siganus;Siganus unimaculatus;0;0;0
Siganus_uspi;Animalia;Chordata;Actinopterygii;Perciformes;Siganidae;Siganus;Siganus uspi;0;0;0
Siganus_vermiculatus;Animalia;Chordata;Actinopterygii;Perciformes;Siganidae;Siganus;Siganus vermiculatus;1;0;1
Siganus_virgatus;Animalia;Chordata;Actinopterygii;Perciformes;Siganidae;Siganus;Siganus virgatus;1;0;1
Siganus_vulpinus;Animalia;Chordata;Actinopterygii;Perciformes;Siganidae;Siganus;Siganus vulpinus;1;0;1
Siganus_woodlandi;Animalia;Chordata;Actinopterygii;Perciformes;Siganidae;Siganus;Siganus woodlandi;0;0;0
Signigobius_biocellatus;Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Signigobius;Signigobius biocellatus;1;0;1
Sillaginodes_punctatus;Animalia;Chordata;Actinopterygii;Perciformes;Sillaginidae;Sillaginodes;Sillaginodes punctatus;1;0;1
Sillago_ciliata;Animalia;Chordata;Actinopterygii;Perciformes;Sillaginidae;Sillago;Sillago ciliata;1;0;1
Sillago_schomburgkii;Animalia;Chordata;Actinopterygii;Perciformes;Sillaginidae;Sillago;Sillago schomburgkii;1;0;1
Sillago_sihama;Animalia;Chordata;Actinopterygii;Perciformes;Sillaginidae;Sillago;Sillago sihama;0;0;0
Siphamia_cephalotes;Animalia;Chordata;Actinopterygii;Perciformes;Apogonidae;Siphamia;Siphamia cephalotes;1;0;1
Siphamia_roseigaster;Animalia;Chordata;Actinopterygii;Perciformes;Apogonidae;Siphamia;Siphamia roseigaster;1;0;1
Siphamia_tubifer;Animalia;Chordata;Actinopterygii;Perciformes;Apogonidae;Siphamia;Siphamia tubifer;0;0;0
Siphonognathus_argyrophanes;Animalia;Chordata;Actinopterygii;Perciformes;Odacidae;Siphonognathus;Siphonognathus argyrophanes;1;0;1
Siphonognathus_attenuatus;Animalia;Chordata;Actinopterygii;Perciformes;Odacidae;Siphonognathus;Siphonognathus attenuatus;1;0;1
Siphonognathus_beddomei;Animalia;Chordata;Actinopterygii;Perciformes;Odacidae;Siphonognathus;Siphonognathus beddomei;1;0;1
Siphonognathus_caninis;Animalia;Chordata;Actinopterygii;Perciformes;Odacidae;Siphonognathus;Siphonognathus caninis;1;0;1
Siphonognathus_radiatus;Animalia;Chordata;Actinopterygii;Perciformes;Odacidae;Siphonognathus;Siphonognathus radiatus;1;0;1
Solea_solea;Animalia;Chordata;Actinopterygii;Pleuronectiformes;Soleidae;Solea;Solea solea;1;0;0
Sparisoma_amplum;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Sparisoma;Sparisoma amplum;1;0;1
Sparisoma_atomarium;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Sparisoma;Sparisoma atomarium;1;0;1
Sparisoma_aurofrenatum;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Sparisoma;Sparisoma aurofrenatum;1;0;1
Sparisoma_axillare;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Sparisoma;Sparisoma axillare;1;0;1
Sparisoma_chrysopterum;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Sparisoma;Sparisoma chrysopterum;1;0;1
Sparisoma_cretense;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Sparisoma;Sparisoma cretense;1;0;1
Sparisoma_frondosum;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Sparisoma;Sparisoma frondosum;1;0;1
Sparisoma_radians;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Sparisoma;Sparisoma radians;1;0;1
Sparisoma_rubripinne;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Sparisoma;Sparisoma rubripinne;1;0;1
Sparisoma_viride;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Sparisoma;Sparisoma viride;1;0;1
Sparodon_durbanensis;Animalia;Chordata;Actinopterygii;Perciformes;Sparidae;Sparodon;Sparodon durbanensis;1;0;1
Sphaeramia_nematoptera;Animalia;Chordata;Actinopterygii;Perciformes;Apogonidae;Sphaeramia;Sphaeramia nematoptera;1;0;1
Sphaeramia_orbicularis;Animalia;Chordata;Actinopterygii;Perciformes;Apogonidae;Sphaeramia;Sphaeramia orbicularis;0;0;0
