"sp_name","esthe_score","esthe_score_mean"
"Halichoeres_trimaculatus",1431.3328,1431.3328
"Halichoeres_trispilus",1394.791,1381.0145
"Helcogramma_chica",1355.0112,1355.0112
"Helcogramma_decurrens",1440.6028,1383.671
"Helcogramma_maldivensis",1540.4526,1540.4526
"Helcogramma_striata",1473.1293,1468.1761
"Helcogrammoides_cunninghami",1419.2678,1419.2678
"Helicolenus_percoides",1449.5935,1449.5935
"Helotes_sexlineatus",1400.9683,1382.20715
"Hemiglyphidodon_plagiometopon",1611.3347,1418.086175
"Hemigymnus_fasciatus",1575.1467,1453.14071345995
"Hemigymnus_melapterus",1541.509,1516.0219
"Hemilepidotus_jordani",1464.1191,1464.1191
"Hemiramphus_depauperatus",1286.2505,1286.2505
"Hemitaurichthys_multispinosus",1407.5374,1407.5374
"Hemitaurichthys_polylepis",1622.4213,1622.4213
"Hemitaurichthys_thompsoni",1188.046,1188.046
"Hemitaurichthys_zoster",1599.224,1594.15845
"Heniochus_acuminatus",1727.23481901297,1683.60880633766
"Heniochus_chrysostomus",1642.7195,1634.33525
"Heniochus_diphreutes",1691.8508,1691.8508
"Heniochus_intermedius",1727.2545,1727.2545
"Heniochus_monoceros",1673.9604,1673.9604
"Heniochus_pleurotaenia",1696.262,1643.35325
"Heniochus_singularius",1702.2727,1702.2727
"Heniochus_varius",1676.1833,1676.1833
"Heteroclinus_adelaidae",1432.8505,1386.1753
"Heteroclinus_johnstoni",1314.6572,1314.6572
"Heteroclinus_perspicillatus",1431.6165,1431.6165
"Heteroclinus_roseus",1664.3593,1594.79085
"Heteroclinus_tristis",1533.4337,1416.37095
"Heteroconger_hassi",1426.3788,1426.3788
"Heteropriacanthus_cruentatus",1616.1633,1492.06274
"Heteroscarus_acroptilus",1762.694,1633.14023333333
"Heterostichus_rostratus",1438.9121,1438.9121
"Hexagrammos_agrammus",1344.9609,1344.9609
"Hexagrammos_decagrammus",1632.1025,1500.60215
"Hexagrammos_otakii",1351.7295,1351.7295
"Hexagrammos_stelleri",1323.7642,1323.7642
"Hipposcarus_harid",1610.091,1509.67655
"Hipposcarus_longiceps",1418.7477,1384.78725
"Holacanthus_bermudensis",1789.705,1669.35616666667
"Holacanthus_ciliaris",1980.2004,1849.78306666667
"Holacanthus_clarionensis",1777.3427,1636.87376666667
"Holacanthus_passer",1978.804,1866.0669
"Holacanthus_tricolor",1661.6825,1649.79145
"Holocentrus_adscensionis",1578.8005,1551.57355
"Holocentrus_rufus",1662.3816,1618.2173
"Hologymnosus_annulatus",1533.0028,1424.20543333333
"Hologymnosus_doliatus",1651.8,1559.44182
"Hoplolatilus_cuniculus",1444.2639,1444.2639
"Hoplolatilus_starcki",1524.0791,1474.1444
"Hoplopagrus_guentherii",1409.9049,1384.95135
"Hyperlophus_vittatus",1427.0867,1427.0867
"Hypoatherina_barnesi",1213.2102,1213.2102
"Hypoplectrodes_annulatus",1439.5312,1439.5312
"Hypoplectrodes_huntii",1407.0049,1407.0049
"Hypoplectrodes_maccullochi",1427.53,1427.53
"Hypoplectrodes_nigroruber",1470.5713,1470.5713
"Hypoplectrus_aberrans",1460.7056,1460.7056
"Hypoplectrus_castroaguirrei",1474.1472,1441.984
"Hypoplectrus_chlorurus",1328.5696,1328.5696
"Hypoplectrus_gemma",1667.2524,1555.94175
"Hypoplectrus_guttavarius",1610.387,1610.387
"Hypoplectrus_indigo",1654.7378,1654.7378
"Hypoplectrus_maya",1755.8529,1622.0793
"Hypoplectrus_nigricans",1468.4991,1449.4542
"Hypoplectrus_providencianus",1484.417,1484.417
"Hypoplectrus_puella",1625.2085,1532.15414
"Hypoplectrus_unicolor",1468.5151,1454.23555
"Hyporhamphus_affinis",1466.613,1408.427
"Hyporthodus_flavolimbatus",1368.9457,1332.43465
"Hyporthodus_niveatus",1519.7505,1451.62143333333
"Hyporthodus_octofasciatus",1483.4517,1483.4517
"Hypsoblennius_proteus",1438.5776,1438.5776
"Hypsurus_caryi",1313.4364,1313.4364
"Hypsypops_rubicundus",1601.5027,1584.2207
"Iniistius_celebicus",1383.4644,1301.14186666667
"Iniistius_pavo",1541.4827,1484.12091428571
"Inimicus_caledonicus",1341.9006,1341.9006
"Inimicus_filamentosus",1367.271,1367.271
"Isocirrhitus_sexfasciatus",1341.0542,1341.0542
"Istigobius_campbelli",1429.2122,1429.2122
"Istigobius_decoratus",1428.0885,1393.53393333333
"Istigobius_goldmanni",1341.6906,1321.9386
"Istigobius_hoesei",1422.1108,1380.46656666667
"Istigobius_nigroocellatus",1416.9891,1403.1391
"Istigobius_rigilius",1317.8259,1313.03065
"Itycirrhitus_wilhelmi",1459.9951,1429.0287
"Jenkinsia_lamprotaenia",1235.7223,1235.7223
"Johnrandallia_nigrirostris",1762.1223,1705.47976666667
"Jordania_zonope",1554.8169,1508.92125
"Karalepis_stewarti",1491.022,1491.022
"Koumansetta_hectori",1608.9092,1603.7682
"Koumansetta_rainfordi",1633.4015,1608.46543333333
"Kuhlia_mugil",1319.7977,1290.2934
"Kyphosus_analogus",1285.9026,1285.9026
"Kyphosus_azureus",1382.5278,1319.32305
"Kyphosus_bigibbus",1415.5787,1314.73845
"Kyphosus_cinerascens",1380.67507402792,1303.31559350698
"Kyphosus_cornelii",1251.0261,1235.5122
"Kyphosus_elegans",1437.2937,1349.56825
"Kyphosus_incisor",1242.2623,1242.2623
"Kyphosus_ocyurus",1426.1498,1405.9594
"Kyphosus_sectatrix",1382.206,1301.13156666667
"Kyphosus_sydneyanus",1267.1191,1267.1191
"Kyphosus_vaigiensis",1580.1484,1448.1331
"Labracinus_cyclophthalmus",1644.1395,1547.764
"Labracinus_lineatus",1500.2806,1500.2806
"Labracoglossa_nitida",1471.9583,1471.9583
"Labrichthys_unilineatus",1587.562,1430.30212587278
"Labrisomus_cricota",1412.9795,1354.45775
"Labrisomus_jenkinsi",1456.5969,1379.2439
"Labrisomus_multiporosus",1404.3318,1375.59545
"Labrisomus_nuchipinnis",1447.6294,1354.04195
"Labrisomus_socorroensis",1344.6791,1344.6791
"Labroides_bicolor",1489.2644,1402.79080803113
"Labroides_dimidiatus",1600.1067,1481.63765360633
"Labroides_pectoralis",1412.858,1412.858
"Labroides_phthirophagus",1548.288,1548.288
"Labroides_rubrolabiatus",1505.0879,1505.0879
"Labropsis_alleni",1361.9739,1361.9739
"Labropsis_australis",1532.7986,1507.8478
"Labropsis_manabei",1447.627,1412.17085
"Labropsis_micronesica",1579.6008,1489.6047
"Labropsis_xanthonota",1570.1514,1501.47335359615
"Labrus_bergylta",1491.354,1305.9402
"Labrus_merula",1430.886,1306.04968
"Labrus_mixtus",1610.2451,1545.8241
"Labrus_viridis",1489.2054,1398.8647
"Lachnolaimus_maximus",1740.3934,1619.91906666667
"Lactophrys_bicaudalis",1718.1443,1717.76195
"Lactophrys_triqueter",1700.8726,1658.786
"Lactoria_diaphana",1452.8188,1452.8188
"Lactoria_fornasini",1766.835,1766.835
"Larabicus_quadrilineatus",1719.9869,1552.5587
"Latridopsis_ciliaris",1197.7686,1197.7686
"Latridopsis_forsteri",1237.04,1237.04
"Latropiscis_purpurissatus",1490.8333,1475.4949
"Leiocottus_hirundo",1462.8468,1462.8468
"Lepidonectes_bimaculatus",1469.0604,1469.0604
"Lepidonectes_clarkhubbsi",1412.8381,1391.97306666667
"Lepidonectes_corallicola",1434.9358,1423.09565
"Lepidozygus_tapeinosoma",1298.9451,1285.50415
"Leptatherina_presbyteroides",1273.8657,1273.8657
"Leptocottus_armatus",1294.1117,1294.1117
"Leptojulis_cyanopleura",1493.4072,1443.8609
"Leptoscarus_vaigiensis",1483.3711,1430.80216666667
"Lesueurigobius_friesii",1520.4823,1520.4823
"Lethrinus_amboinensis",1286.2218,1286.2218
"Lethrinus_atkinsoni",1412.3481,1364.8244
"Lethrinus_borbonicus",1344.6294,1332.985
"Lethrinus_erythracanthus",1558.0592,1447.8629
"Lethrinus_erythropterus",1434.1803,1389.43685
"Lethrinus_genivittatus",1317.6194,1317.6194
"Lethrinus_harak",1394.8397,1345.11763333333
"Lethrinus_laticaudis",1228.3934,1228.3934
"Lethrinus_lentjan",1315.9131,1296.1872
"Lethrinus_microdon",1332.5713,1273.13765
"Lethrinus_miniatus",1541.3864,1381.93003333333
"Lethrinus_nebulosus",1383.893,1331.78383333333
"Lethrinus_obsoletus",1427.9253,1375.681
"Lethrinus_olivaceus",1311.091,1255.9813
"Lethrinus_ornatus",1380.6458,1380.6458
"Lethrinus_rubrioperculatus",1228.4714,1228.4714
"Lethrinus_variegatus",1351.0737,1351.0737
"Lethrinus_xanthochilus",1226.7954,1226.7954
"Leviprora_inops",1357.1493,1357.1493
"Limnichthys_fasciatus",1345.1106,1345.1106
"Liparis_montagui",1318.1301,1317.24005
"Lipophrys_pholis",1457.6744,1395.0365
"Lithognathus_lithognathus",1242.6759,1242.6759
"Lithognathus_mormyrus",1257.274,1257.274
"Liza_luciae",1285.9927,1285.9927
"Lotella_rhacina",1467.2693,1392.85035
"Lotilia_graciliosa",1591.3253,1591.3253
"Lucayablennius_zingaro",1406.3805,1406.3805
"Lutjanus_alexandrei",1417.1963,1347.76003333333
"Lutjanus_analis",1334.4404,1293.7687
"Lutjanus_apodus",1402.4552,1346.99
"Lutjanus_aratus",1322.5951,1313.6441
"Lutjanus_argentimaculatus",1344.6616,1338.3776
"Lutjanus_argentiventris",1487.494,1420.74625
"Lutjanus_biguttatus",1564.069,1564.069
"Lutjanus_bohar",1298.369,1298.369
"Lutjanus_boutton",1462.3687,1462.3687
"Lutjanus_campechanus",1442.2312,1442.2312
"Lutjanus_carponotatus",1443.9221,1410.4685
"Lutjanus_cyanopterus",1368.2974,1332.13
"Lutjanus_decussatus",1440.4116,1440.4116
"Lutjanus_ehrenbergii",1479.3174,1469.5176
"Lutjanus_erythropterus",1410.3489,1392.7958
"Lutjanus_fulviflamma",1531.2739,1363.68231772487
"Lutjanus_fulvus",1391.1348,1371.76345
"Lutjanus_gibbus",1433.606,1433.606
"Lutjanus_griseus",1265.959,1217.0905
"Lutjanus_guttatus",1481.541,1420.8236
"Lutjanus_inermis",1321.0688,1278.7405
"Lutjanus_jocu",1342.5171,1342.5171
"Lutjanus_johnii",1308.3628,1308.3628
"Lutjanus_jordani",1326.7024,1326.4486
"Lutjanus_kasmira",1691.3702,1615.60965319735
"Lutjanus_lemniscatus",1236.4714,1220.13203333333
"Lutjanus_lutjanus",1500.5487,1399.04935
"Lutjanus_mahogoni",1346.4437,1295.12566666667
"Lutjanus_monostigma",1408.506,1408.506
"Lutjanus_novemfasciatus",1291.2458,1278.2999
"Lutjanus_quinquelineatus",1566.9905,1566.9905
"Lutjanus_rivulatus",1486.7561,1472.9563
"Lutjanus_rufolineatus",1436.8472,1436.8472
"Lutjanus_russellii",1330.5637,1325.88495
"Lutjanus_sebae",1696.047,1658.1773
"Lutjanus_semicinctus",1355.159,1355.159
"Lutjanus_synagris",1578.5201,1438.728675
"Lutjanus_viridis",1628.0603,1628.0603
"Lutjanus_vitta",1404.4753,1359.9291
"Luzonichthys_waitei",1506.5491,1491.2809
"Luzonichthys_whitleyi",1449.6881,1449.6881
"Lythrypnus_dalli",1591.874,1591.874
"Lythrypnus_gilberti",1559.7585,1559.7585
"Lythrypnus_insularis",1505.1638,1505.1638
"Macolor_macularis",1668.6946,1619.30266666667
"Macolor_niger",1726.297,1365.24215106153
"Macrodontogobius_wilburi",1220.302,1220.302
"Macropharyngodon_bipartitus",1746.7021,1626.70372
"Macropharyngodon_choati",1666.8442,1596.191
"Macropharyngodon_geoffroy",1898.0447,1723.44925
"Macropharyngodon_kuiteri",1662.2966,1623.72885
"Macropharyngodon_meleagris",1799.984,1708.7658
"Macropharyngodon_negrosensis",1621.4495,1534.390925
"Macropharyngodon_ornatus",1668.3956,1641.31226666667
"Malacanthus_brevirostris",1436.272,1398.29215
"Malacanthus_latovittatus",1490.6523,1453.82482848643
"Malacanthus_plumieri",1446.1355,1328.8977
"Malacoctenus_boehlkei",1565.7848,1565.7848
"Malacoctenus_ebisui",1363.709,1363.709
"Malacoctenus_hubbsi",1492.6179,1492.6179
"Malacoctenus_macropus",1499.9751,1448.7046
"Malacoctenus_margaritae",1338.1462,1338.1462
"Malacoctenus_tetranemus",1367.5176,1367.5176
"Malacoctenus_triangulatus",1513.9863,1438.33
"Malacoctenus_zonifer",1521.1399,1442.4135
"Malacoctenus_zonogaster",1412.9541,1412.9541
"Manonichthys_splendens",1746.1772,1746.1772
"Maxillicosta_scabriceps",1475.5952,1475.5952
"Mccoskerichthys_sandae",1408.7358,1408.7358
"Mecaenichthys_immaculatus",1745.0483,1600.17295
"Medialuna_californiensis",1205.3402,1205.3402
"Megalops_atlanticus",1224.8859,1215.9671
"Meiacanthus_abruptus",1509.7166,1509.7166
"Meiacanthus_atrodorsalis",1469.7125,1459.4433
"Meiacanthus_bundoon",1410.7454,1389.43265
"Meiacanthus_crinitus",1452.9291,1452.9291
"Meiacanthus_ditrema",1439.7085,1415.2225
"Meiacanthus_grammistes",1575.2961,1521.04853333333
"Meiacanthus_kamoharai",1607.1533,1607.1533
"Meiacanthus_lineatus",1505.5907,1495.7005
"Meiacanthus_luteus",1622.6154,1622.6154
"Meiacanthus_mossambicus",1410.4639,1410.4639
"Meiacanthus_naevius",1338.7157,1327.4766
"Meiacanthus_nigrolineatus",1445.6245,1445.6245
"Meiacanthus_oualanensis",1430.1406,1430.1406
"Meiacanthus_phaeus",1375.9502,1375.24305
"Meiacanthus_smithi",1361.6455,1361.6455
"Meiacanthus_tongaensis",1509.9744,1461.49815
"Melanogrammus_aeglefinus",1363.9156,1340.40835
"Melichthys_indicus",1739.4326,1689.9718
"Melichthys_niger",1699.8853,1637.7022
"Melichthys_vidua",1573.4946,1573.4946
"Mendosoma_lineatum",1189.1102,1189.1102
"Meuschenia_australis",1431.9163,1402.86405
"Meuschenia_flavolineata",1475.6168,1400.11933333333
"Meuschenia_freycineti",1681.4695,1658.1969
"Meuschenia_galii",1528.0359,1502.62596666667
"Meuschenia_hippocrepis",1619.7286,1587.13846666667
"Meuschenia_scaber",1549.4988,1495.8309
"Meuschenia_trachylepis",1544.9167,1477.85536666667
"Meuschenia_venusta",1603.0442,1556.76185
"Microcanthus_strigatus",1715.6672,1687.348025
"Microgobius_microlepis",1449.46,1449.46
"Microlepidotus_brevipinnis",1180.1348,1180.1348
"Microspathodon_bairdii",1696.1748,1611.26395
"Microspathodon_chrysurus",1835.7532,1562.9281
"Microspathodon_dorsalis",1565.7579,1560.84355
"Mimoblennius_lineathorax",1322.3285,1322.3285
"Mola_mola",1463.6879,1463.6879
"Molva_molva",1354.7855,1354.7855
"Monacanthus_chinensis",1678.9182,1558.16216666667
"Monacanthus_tuckeri",1580.267,1566.39695
"Monodactylus_argenteus",1589.3716,1478.761375
"Monotaxis_grandoculis",1464.3461,1335.11853707609
"Monotaxis_heterodon",1499.6179,1430.39883333333
"Mugil_cephalus",1415.9922,1415.9922
"Mugil_curema",1280.624,1280.624
"Mugil_galapagensis",1278.4492,1278.4492
"Mulloidichthys_dentatus",1434.1772,1434.1772
"Mulloidichthys_flavolineatus",1389.0493,1389.0493
"Mulloidichthys_martinicus",1456.9955,1447.5505
"Mulloidichthys_mimicus",1462.753,1411.52925
"Mulloidichthys_vanicolensis",1368.178,1368.178
"Mullus_argentinae",1342.4875,1342.4875
"Mullus_surmuletus",1403.9126,1363.62263333333
"Muraena_argus",1331.12,1331.12
"Muraena_augusti",1326.2498,1326.2498
"Muraena_clepsydra",1306.7466,1306.7466
"Muraena_helena",1414.7526,1414.7526
"Muraena_lentiginosa",1342.0234,1340.54045
"Mycteroperca_bonaci",1614.4617,1580.59115
"Mycteroperca_fusca",1537.7317,1396.06916
"Mycteroperca_interstitialis",1376.8533,1334.8125
"Mycteroperca_jordani",1411.233,1374.52375
"Mycteroperca_microlepis",1191.8065,1191.8065
"Mycteroperca_olfax",1422.769,1370.746
"Mycteroperca_rosacea",1396.0552,1361.49615
"Mycteroperca_tigris",1422.4099,1422.4099
"Mycteroperca_xenarcha",1414.4342,1362.54805
"Myoxocephalus_scorpius",1517.5383,1498.22105
"Myrichthys_maculosus",1449.1531,1449.1531
"Myrichthys_tigrinus",1414.9673,1414.9673
"Myripristis_adusta",1418.405,1386.1436
"Myripristis_amaena",1439.1243,1381.6991
"Myripristis_berndti",1303.1372,1303.1372
"Myripristis_clarionensis",1297.0007,1297.0007
"Myripristis_earlei",1403.3617,1401.7799
"Myripristis_gildi",1339.7977,1339.7977
"Myripristis_hexagona",1408.5466,1408.5466
"Myripristis_jacobus",1378.0109,1364.9112
"Myripristis_kochiensis",1349.8187,1349.8187
"Myripristis_kuntee",1358.3801,1358.3801
"Myripristis_leiognathus",1423.2395,1379.40065
"Myripristis_murdjan",1423.231,1423.231
"Myripristis_pralinia",1498.1115,1417.16153333333
"Myripristis_randalli",1362.5259,1362.5259
"Myripristis_tiki",1352.2021,1334.71843333333
"Myripristis_violacea",1360.31455131177,1348.23677565589
"Myripristis_vittata",1406.2775,1401.5076
"Nannosalarias_nativitatis",1362.7563,1352.87045
"Naso_annulatus",1455.4316,1411.163225
"Naso_brachycentron",1292.8494,1255.06385576517
"Naso_brevirostris",1504.3239,1396.8368699106
"Naso_caeruleacauda",1448.5753,1380.3848
"Naso_caesius",1293.517,1272.0719
"Naso_elegans",1684.8381,1607.8503428003
"Naso_fageni",1368.9445,1368.9445
"Naso_hexacanthus",1411.6263,1411.6263
"Naso_lituratus",1614.8984,1614.8984
"Naso_thynnoides",1355.3523,1339.88815
"Naso_tonganus",1598.5767,1404.6503
"Naso_unicornis",1550.7036,1492.24983355755
"Naso_vlamingii",1611.6796,1608.94565
"Neatypus_obliquus",1674.0596,1647.80435
"Nectamia_similis",1386.2756,1386.2756
"Nelusetta_ayraud",1458.4214,1449.7659
"Nemadactylus_bergi",1318.3884,1318.3884
"Nemadactylus_douglasii",1282.1809,1282.1809
"Nemadactylus_macropterus",1207.2124,1207.2124
"Nemadactylus_valenciennesi",1513.75,1434.72213333333
"Nemateleotris_magnifica",1633.5742,1581.75224391935
"Neocirrhites_armatus",1637.7773,1617.05025
"Neoditrema_ransonnetii",1237.1837,1237.1837
"Neoglyphidodon_bonang",1559.6959,1536.2697
"Neoglyphidodon_carlsoni",1373.701,1303.9362
"Neoglyphidodon_crossi",1830.3406,1534.34435
"Neoglyphidodon_melas",1550.3518,1446.33785148689
"Neoglyphidodon_nigroris",1659.918,1491.1726
"Neoglyphidodon_oxyodon",1817.752,1572.17335
"Neoglyphidodon_polyacanthus",1781.5056,1649.082575
"Neoglyphidodon_thoracotaeniatus",1547.179,1487.74015
"Neomyxus_leuciscus",1206.4661,1206.4661
"Neoniphon_argenteus",1429.8724,1375.19925
"Neoniphon_marianus",1556.3911,1536.99985
"Neoniphon_opercularis",1554.5952,1443.46455
"Neoniphon_sammara",1575.9587,1556.45175
"Neoodax_balteatus",1340.9938,1289.4588
"Neopomacentrus_anabatoides",1272.467,1272.375
"Neopomacentrus_aquadulcis",1331.541,1331.541
"Neopomacentrus_azysron",1501.5151,1447.7866
"Neopomacentrus_bankieri",1330.4,1330.4
"Neopomacentrus_cyanomos",1472.9277,1436.7502
"Neopomacentrus_filamentosus",1405.2601,1405.2601
"Neopomacentrus_metallicus",1357.9194,1357.9194
"Neopomacentrus_miryae",1323.675,1323.675
"Neopomacentrus_nemurus",1352.3517,1319.1102
"Neopomacentrus_violascens",1397.8514,1368.89885
"Neosebastes_pandus",1438.5247,1438.5247
"Neosebastes_scorpaenoides",1667.9977,1503.66925
"Nesogobius_hinsbyi",1388.828,1376.51505
"Nesogobius_pulchellus",1532.7555,1407.4004
"Nexilosus_latifrons",1537.7238,1489.43575
"Nicholsina_denticulata",1337.9336,1319.44603333333
"Notocirrhitus_splendens",1573.9595,1536.22225
"Notoclinops_segmentatus",1529.0083,1529.0083
"Notoclinops_yaldwyni",1386.1888,1386.07265
"Notoclinus_fenestratus",1462.6995,1462.6995
"Notolabrus_celidotus",1319.3987,1294.1471
"Notolabrus_cinctus",1255.4724,1255.4724
"Notolabrus_fucicola",1358.6859,1293.88193333333
"Notolabrus_gymnogenis",1522.6748,1482.18375
"Notolabrus_inscriptus",1521.5032,1433.80042
"Notolabrus_parilus",1512.4773,1353.40028
"Notolabrus_tetricus",1377.239,1284.14156666667
"Novaculichthys_taeniourus",1778.4194,1593.47254
"Oblada_melanura",1380.4578,1380.4578
"Ocyurus_chrysurus",1454.2742,1394.56086666667
"Odax_cyanoallix",1370.4014,1334.22475
"Odax_pullus",1415.8008,1386.19815
"Odontoscion_dentex",1251.8627,1248.8387
"Odontoscion_eurymesops",1368.6885,1368.6885
"Odontoscion_xanthops",1299.4324,1281.23145
"Odonus_niger",1805.6058,1756.16143333333
"Ogcocephalus_darwini",1408.8049,1355.9478
"Ogilbia_cocoensis",1297.5425,1297.5425
"Ogilbia_galapagosensis",1343.4113,1343.4113
"Ogilbichthys_ferocis",1309.1199,1309.1199
"Ogilbyina_novaehollandiae",1503.9121,1503.9121
"Ogilbyina_queenslandiae",1631.9861,1473.591925
"Olisthops_cyanomelas",1518.7268,1440.30565
"Oman_ypsilon",1344.0696,1344.0696
"Omegophora_armilla",1430.0234,1391.95215
"Omegophora_cyanopunctata",1500.4867,1500.4867
"Omobranchus_aurosplendidus",1415.247,1394.4166
"Omobranchus_germaini",1407.1223,1340.56125
"Omobranchus_mekranensis",1290.4287,1290.4287
"Omobranchus_smithi",1390.368,1335.2882
"Ophioblennius_atlanticus",1392.8855,1365.24283333333
"Ophioblennius_clippertonensis",1271.137,1271.137
"Ophioblennius_steindachneri",1290.8468,1290.8468
"Ophiodon_elongatus",1494.767,1481.86935
"Ophthalmolepis_lineolata",1611.84,1559.9657
"Opisthocentrus_ocellatus",1425.9073,1425.9073
"Opisthocentrus_tenuis",1327.1914,1327.1914
"Opisthocentrus_zonope",1395.4043,1395.4043
"Opistognathus_aurifrons",1522.0906,1522.0906
"Opistognathus_darwiniensis",1403.1252,1403.1252
"Opistognathus_randalli",1448.291,1448.291
"Oplegnathus_conwayi",1189.7871,1189.7871
"Oplegnathus_insignis",1724.7053,1637.0348
"Optivus_agastos",1263.5063,1263.5063
"Orthonopias_triacis",1527.267,1527.267
"Orthopristis_forbesi",1183.5613,1183.5613
"Ostorhinchus_angustatus",1414.5461,1400.98344
"Ostorhinchus_apogonoides",1432.7222,1406.75233333333
"Ostorhinchus_aureus",1516.56,1447.84655
"Ostorhinchus_capricornis",1501.4268,1501.4268
"Ostorhinchus_chrysotaenia",1560.006,1560.006
"Ostorhinchus_doederleini",1387.3462,1357.06435
"Ostorhinchus_fasciatus",1332.3228,1332.3228
"Ostorhinchus_flavus",1279.6362,1279.6362
"Ostorhinchus_limenus",1674.7198,1674.7198
"Ostorhinchus_luteus",1303.8987,1303.8987
"Ostorhinchus_multilineatus",1429.0538,1429.0538
"Ostorhinchus_nigrofasciatus",1543.8362,1492.2338
"Ostorhinchus_norfolcensis",1371.1292,1345.20215
"Ostorhinchus_notatus",1284.7426,1284.7426
"Ostorhinchus_parvulus",1461.199,1461.199
"Ostorhinchus_properuptus",1570.8623,1509.3187
"Ostorhinchus_rubrimacula",1482.2964,1482.2964
"Ostorhinchus_schlegeli",1517.7869,1517.7869
"Ostorhinchus_sealei",1510.2434,1494.40285
"Ostorhinchus_urostigmus",1299.376,1299.376
"Ostorhinchus_victoriae",1564.9193,1564.9193
"Ostorhinchus_wassinki",1519.379,1519.379
"Ostracion_cubicus",1733.8164,1662.18188
"Ostracion_cyanurus",1741.5085,1679.20416666667
"Ostracion_immaculatus",1664.5249,1613.4667
"Ostracion_meleagris",1843.75,1682.00105080355
"Ostracion_solorensis",1717.666,1702.54475
"Ostracion_whitleyi",1761.6765,1735.8148
"Othos_dentex",1584.0945,1565.0065
"Oxycercichthys_veliferus",1411.4589,1411.4589
"Oxycheilinus_bimaculatus",1576.8466,1454.7178
"Oxycheilinus_celebicus",1584.4089,1495.33085
"Oxycheilinus_digramma",1530.8949,1443.7788
"Oxycheilinus_mentalis",1436.4125,1418.1965
"Oxycheilinus_orientalis",1460.0889,1397.441425
"Oxycheilinus_unifasciatus",1457.1246,1389.03423333333
"Oxycirrhites_typus",1631.364,1621.397
"Oxyjulis_californica",1430.5046,1409.762
"Oxylebius_pictus",1428.7758,1421.35975
"Oxymonacanthus_longirostris",1772.28886118986,1758.03468059493
"Pachymetopon_aeneum",1228.0526,1228.0526
"Pachymetopon_blochii",1207.3514,1186.6713
"Pachymetopon_grande",1213.8433,1213.8433
"Pagellus_acarne",1254.1539,1252.3962
"Pagellus_erythrinus",1395.0343,1365.27405
"Pagrus_auratus",1365.6183,1288.75863333333
"Pagrus_auriga",1649.8574,1633.55055
"Pagrus_pagrus",1241.4092,1241.4092
"Parablennius_gattorugine",1420.6421,1395.06445
"Parablennius_incognitus",1438.1276,1417.9575
"Parablennius_intermedius",1462.4147,1444.33575
"Parablennius_laticlavius",1402.783,1402.783
"Parablennius_marmoreus",1463.8003,1420.62295
"Parablennius_pilicornis",1397.4636,1373.6522
"Parablennius_rouxi",1396.5024,1396.5024
"Parablennius_sanguinolentus",1383.0377,1383.0377
"Parablennius_serratolineatus",1456.998,1456.998
"Parablennius_tasmanianus",1335.0657,1292.31565
"Parablennius_zvonimiri",1423.0574,1423.0574
"Paracaesio_xanthura",1600.2036,1529.0735
"Paracanthurus_hepatus",1838.7744,1796.51793070285
"Paracentropyge_multifasciata",1720.8003,1720.8003
"Parachaetodon_ocellatus",1641.4714,1641.4714
"Paracheilinus_cyaneus",1729.5305,1585.184175
"Paracheilinus_octotaenia",1766.207,1766.207
"Paracirrhites_arcatus",1565.1049,1484.057225
"Paracirrhites_forsteri",1551.2048,1467.89706666667
"Paracirrhites_hemistictus",1462.4702,1441.7227
"Paracirrhites_nisus",1476.4078,1476.4078
"Paracirrhites_xanthus",1536.6909,1536.6909
"Paradiancistrus_cuyoensis",1216.163,1216.163
"Paragobiodon_echinocephalus",1440.3807,1402.6093
"Paragobiodon_xanthosoma",1526.4285,1453.5365
"Parajulis_poecilepterus",1565.7842,1565.7842
"Paralabrax_albomaculatus",1412.5167,1412.5167
"Paralabrax_auroguttatus",1432.1877,1432.1877
"Paralabrax_clathratus",1489.4446,1389.76705
"Paralabrax_maculatofasciatus",1301.8549,1301.8549
"Paralabrax_nebulifer",1268.3613,1268.3613
"Paraluteres_prionurus",1764.3374,1628.0089241301
"Paramonacanthus_japonicus",1504.9475,1450.35986666667
"Paranotothenia_magellanica",1378.012,1378.012
"Paranthias_colonus",1515.7318,1417.12306
"Paranthias_furcifer",1342.3772,1298.4988
"Parapercis_australis",1381.4668,1381.4668
"Parapercis_clathrata",1436.9478,1388.95805
"Parapercis_colias",1411.136,1404.74855
"Parapercis_haackei",1359.1292,1338.82255
"Parapercis_lineopunctata",1367.1289,1367.1289
"Parapercis_millepunctata",1427.8948,1427.8948
"Parapercis_multiplicata",1378.3313,1378.3313
"Parapercis_pacifica",1477.491,1477.491
"Parapercis_queenslandica",1406.7118,1406.7118
"Parapercis_ramsayi",1342.7375,1342.7375
"Parapercis_schauinslandii",1434.1189,1434.1189
"Parapercis_snyderi",1369.0573,1344.6727
"Parapercis_stricticeps",1368.9072,1368.9072
"Parapercis_tetracantha",1473.179,1473.179
"Parapercis_xanthogramma",1437.443,1431.6678
"Parapercis_xanthozona",1319.7981,1319.7981
"Paraplesiops_bleekeri",1788.8423,1788.8423
"Paraplesiops_meleagris",1663.9185,1649.0679
"Paraplesiops_poweri",1600.0012,1600.0012
"Paraplotosus_butleri",1461.114,1429.5288
"Parapriacanthus_dispar",1354.9062,1354.9062
"Parapriacanthus_elongatus",1297.6631,1297.6631
